Frame,Time_Sec,Lat,Lng,Alt,Heading
1,0,24.6659,102.341,2315.22,91.1175
2,3,24.666,102.342,2315.11,92.5327
3,5,24.666,102.342,2314.43,96.3429
4,8,24.666,102.343,2313.3,99.9983
5,10,24.666,102.344,2313.45,97.3914
6,12,24.666,102.344,2311.46,101.408
7,15,24.666,102.345,2311.47,103.069
8,17,24.666,102.345,2312.45,104.513
9,20,24.666,102.346,2311.79,107.137
10,22,24.666,102.347,2311.96,96.4001
11,25,24.666,102.347,2314.2,96.9502
12,27,24.666,102.348,2313.72,105.625
13,29,24.666,102.348,2312.06,102.674
14,32,24.666,102.349,2312.69,104.708
15,34,24.666,102.35,2314.43,106.112
16,37,24.666,102.35,2311.89,100.004
17,39,24.666,102.351,2311.81,104.462
18,42,24.666,102.351,2312.96,102.399
19,44,24.666,102.352,2312.63,104.198
20,46,24.666,102.353,2315.03,102.296
21,49,24.666,102.353,2315.88,99.1675
22,51,24.666,102.354,2315.36,102.204
23,53,24.666,102.354,2313.82,109.131
24,56,24.666,102.355,2311.47,110.111
25,58,24.666,102.355,2309.88,110.249
26,61,24.666,102.356,2313.01,106.255
27,63,24.666,102.357,2311.96,107.086
28,65,24.666,102.357,2313.64,108.713
29,68,24.666,102.358,2313.4,110.346
30,70,24.666,102.358,2312.06,107.647
31,72,24.666,102.359,2312.23,99.8895
32,75,24.666,102.36,2312.42,104.164
33,77,24.666,102.36,2313.48,102.256
34,79,24.666,102.361,2313.23,103.104
35,81,24.666,102.361,2313.18,104.066
36,84,24.666,102.362,2312.23,109.739
37,86,24.666,102.363,2313.28,105.716
38,88,24.666,102.363,2312.95,105.338
39,91,24.666,102.364,2312.49,105.224
40,92,24.666,102.364,2313.11,107.051
41,125,24.6646,102.364,2313.04,-101.597
42,128,24.6646,102.364,2313.8,-101.62
43,131,24.6646,102.363,2314.32,-102.21
44,134,24.6646,102.363,2312.33,-99.6374
45,137,24.6646,102.362,2312.51,-105.103
46,140,24.6646,102.361,2312.54,-105.396
47,143,24.6646,102.361,2313.15,-101.706
48,147,24.6646,102.36,2312.07,-105.138
49,150,24.6646,102.36,2312.26,-105.304
50,153,24.6646,102.359,2313.28,-108.054
51,156,24.6646,102.358,2315.09,-112.111
52,174,24.6646,102.355,2312.82,-106.49
53,177,24.6646,102.354,2313.26,-104.307
54,180,24.6646,102.354,2313.62,-112.523
55,183,24.6646,102.353,2312.51,-103.293
56,186,24.6646,102.353,2312.59,-105.373
57,189,24.6646,102.352,2312.83,-102.829
58,192,24.6646,102.351,2313.2,-104.072
59,195,24.6646,102.351,2313.71,-106.307
60,198,24.6646,102.35,2313.28,-102.422
61,201,24.6646,102.35,2313.96,-99.305
62,203,24.6646,102.349,2312.3,-100.474
63,206,24.6646,102.348,2311.41,-98.4857
64,209,24.6646,102.348,2311.69,-102.548
65,212,24.6646,102.347,2311.92,-96.4918
66,215,24.6646,102.347,2312.61,-98.4571
67,218,24.6646,102.346,2313.8,-101.184
68,221,24.6646,102.345,2312.95,-99.7806
69,224,24.6646,102.345,2312.34,-100.48
70,227,24.6646,102.344,2312.79,-99.4254
71,230,24.6646,102.344,2312.8,-97.3627
72,233,24.6646,102.343,2313.24,-102.88
73,235,24.6646,102.342,2314.85,-107.435
74,238,24.6646,102.342,2313.66,-104.129
75,241,24.6646,102.341,2311.31,-101.706
76,277,24.6633,102.341,2311.98,102.88
77,280,24.6633,102.342,2313.8,101.643
78,282,24.6633,102.342,2313.84,110.237
79,284,24.6633,102.343,2313.75,107.189
80,287,24.6633,102.344,2315.41,106.753
81,289,24.6633,102.344,2315.27,100.525
82,292,24.6633,102.345,2313.6,101.373
83,294,24.6633,102.345,2312.47,106.261
84,297,24.6633,102.346,2311.25,104.439
85,299,24.6633,102.347,2313.71,91.3295
86,302,24.6633,102.347,2314,98.5144
87,304,24.6633,102.348,2317.44,99.0415
88,306,24.6632,102.348,2313.78,96.3142
89,308,24.6632,102.349,2316.66,90.2409
90,311,24.6633,102.35,2310.93,98.6175
91,313,24.6633,102.35,2310.68,90.1606
92,315,24.6633,102.351,2311.55,99.242
93,317,24.6633,102.351,2312.31,99.6202
94,319,24.6633,102.352,2312.97,97.3226
95,321,24.6633,102.353,2312.76,97.8497
96,324,24.6633,102.353,2312.34,106.226
97,326,24.6633,102.354,2309.96,107.647
98,328,24.6633,102.354,2312.3,105.321
99,330,24.6632,102.355,2314.92,112.936
100,332,24.6632,102.355,2314.01,100.852
101,334,24.6633,102.356,2310.8,102.393
102,337,24.6633,102.357,2311,105.774
103,339,24.6633,102.357,2313.51,105.734
104,341,24.6633,102.358,2314.74,108.352
105,343,24.6633,102.358,2312.25,107.785
106,345,24.6633,102.359,2312.27,103.763
107,348,24.6633,102.36,2312.64,108.106
108,350,24.6633,102.36,2313.4,111.309
109,352,24.6633,102.361,2313.83,109.022
110,354,24.6633,102.361,2313.19,105.814
111,356,24.6633,102.362,2312.52,108.885
112,359,24.6633,102.363,2312.11,108.822
113,361,24.6633,102.363,2312.79,108.553
114,363,24.6633,102.364,2312.82,111.985
115,365,24.6633,102.364,2313.84,109.32
116,399,24.6619,102.364,2315.25,-99.7462
117,402,24.6619,102.364,2308.64,-100.228
118,405,24.6619,102.363,2308.48,-103.385
119,409,24.6619,102.363,2310.83,-103.975
120,412,24.6619,102.362,2312.5,-99.9983
121,415,24.6619,102.361,2313.19,-101.299
122,419,24.6619,102.361,2313.32,-99.1733
123,422,24.6619,102.36,2313.21,-102.325
124,425,24.6619,102.36,2312.81,-103.745
125,428,24.6619,102.359,2312.98,-109.532
126,432,24.6619,102.358,2312.53,-101.316
127,435,24.6619,102.358,2313.2,-102.027
128,438,24.6619,102.357,2313.31,-103.82
129,441,24.6619,102.357,2313.84,-98.8066
130,445,24.6619,102.356,2311.91,-98.543
131,448,24.6619,102.356,2311.62,-99.9582
132,451,24.6619,102.355,2312.8,-102.187
133,454,24.6619,102.354,2312.44,-101.23
134,457,24.6619,102.354,2313.71,-101.866
135,460,24.6619,102.353,2314.1,-100.016
136,463,24.6619,102.353,2313.36,-96.7611
137,466,24.6619,102.352,2312.2,-100.858
138,469,24.6619,102.351,2314.07,-100.451
139,472,24.6619,102.351,2313.86,-100.268
140,475,24.6619,102.35,2315.48,-97.0934
141,478,24.6619,102.35,2315.04,-100.64
142,481,24.6619,102.349,2310.59,-97.2596
143,484,24.6619,102.348,2307.53,-95.9819
144,487,24.6619,102.348,2309.27,-102.244
145,490,24.6619,102.347,2311.6,-98.7092
146,494,24.6619,102.347,2312.28,-98.0617
147,497,24.6619,102.346,2314.76,-92.3436
148,500,24.6619,102.345,2315.84,-91.679
149,503,24.6619,102.345,2315.57,-98.8066
150,505,24.6619,102.344,2311.91,-96.2856
151,508,24.6619,102.344,2313.07,-97.9529
152,510,24.6619,102.343,2310.35,-99.0128
153,513,24.6619,102.342,2311.05,-99.1045
154,516,24.6619,102.342,2311.74,-97.7409
155,520,24.6619,102.341,2313.07,-102.771
156,553,24.6606,102.341,2312.75,97.8612
157,555,24.6606,102.342,2312.85,100.921
158,558,24.6606,102.342,2312.54,103.86
159,560,24.6606,102.343,2312.19,106.37
160,562,24.6606,102.344,2311.98,108.186
161,565,24.6606,102.344,2312.38,109.595
162,567,24.6606,102.345,2312.95,105.906
163,570,24.6606,102.345,2313.57,108.174
164,572,24.6606,102.346,2313.83,103.751
165,574,24.6606,102.347,2313.21,104.175
166,577,24.6606,102.347,2312.88,105.338
167,579,24.6606,102.348,2314.52,102.273
168,581,24.6606,102.348,2316.01,97.9013
169,583,24.6606,102.349,2315.17,97.6664
170,585,24.6606,102.35,2313.83,107.177
171,588,24.6606,102.35,2309.9,105.126
172,590,24.6606,102.351,2309.99,101.396
173,592,24.6606,102.351,2313.77,102.548
174,594,24.6606,102.352,2315.99,107.487
175,596,24.6606,102.353,2313.99,101.689
176,598,24.6606,102.353,2312.98,103.946
177,600,24.6606,102.354,2314.62,102.439
178,603,24.6606,102.354,2316.23,99.9754
179,605,24.6606,102.355,2312.54,97.718
180,607,24.6606,102.355,2309.55,103.894
181,610,24.6606,102.356,2308.03,101.797
182,612,24.6606,102.357,2310.32,97.7638
183,615,24.6606,102.357,2313.03,102.926
184,617,24.6606,102.358,2313.95,99.2993
185,620,24.6606,102.358,2313.95,101.62
186,622,24.6606,102.359,2313.42,105.132
187,624,24.6606,102.36,2312.72,104.914
188,626,24.6606,102.36,2311.66,100.726
189,629,24.6606,102.361,2313.12,103.677
190,631,24.6606,102.361,2313.15,101.551
191,633,24.6606,102.362,2313.36,109.309
192,636,24.6606,102.363,2313.72,106.043
193,638,24.6606,102.363,2313.14,104.954
194,640,24.6606,102.364,2312.59,102.668
195,642,24.6606,102.364,2312.48,102.25
196,674,24.6592,102.364,2310.78,-97.1794
197,677,24.6592,102.364,2309.61,-94.0224
198,680,24.6592,102.363,2310.33,-98.3253
199,683,24.6592,102.363,2311.33,-103.625
200,686,24.6592,102.362,2310.08,-98.4227
201,689,24.6592,102.361,2311.83,-99.4597
202,692,24.6592,102.361,2313.83,-101.007
203,695,24.6592,102.36,2314.02,-101.878
204,697,24.6592,102.36,2313.56,-98.6175
205,700,24.6592,102.359,2313.28,-101.001
206,703,24.6592,102.358,2312.49,-101.832
207,706,24.6592,102.358,2312.61,-99.6947
208,709,24.6592,102.357,2313.52,-101.946
209,711,24.6592,102.357,2314.26,-99.3795
210,714,24.6592,102.356,2313.2,-102.462
211,717,24.6592,102.356,2313.26,-102.055
212,720,24.6592,102.355,2312.45,-102.508
213,723,24.6592,102.354,2311.86,-101.964
214,726,24.6592,102.354,2312.99,-109.618
215,729,24.6592,102.353,2314.89,-101.339
216,732,24.6592,102.353,2313.53,-97.7237
217,735,24.6592,102.352,2314.78,-93.1859
218,737,24.6592,102.351,2315.93,-99.3108
219,740,24.6592,102.351,2312.41,-100.606
220,743,24.6592,102.35,2309.17,-104.324
221,745,24.6592,102.35,2311.75,-100.737
222,748,24.6592,102.349,2310.81,-98.0961
223,751,24.6592,102.348,2313.41,-103.579
224,754,24.6592,102.348,2312.57,-105.321
225,757,24.6592,102.347,2310.36,-102.313
226,760,24.6592,102.347,2312.78,-101.889
227,763,24.6592,102.346,2313.82,-102.164
228,765,24.6592,102.345,2313.39,-100.944
229,769,24.6592,102.345,2314.2,-101.677
230,772,24.6592,102.344,2312.88,-103.339
231,775,24.6592,102.344,2311.07,-104.674
232,778,24.6592,102.343,2313.38,-100.474
233,781,24.6592,102.342,2316.37,-98.8753
234,784,24.6592,102.342,2312.13,-101.431
235,787,24.6592,102.341,2311.47,-100.061
236,825,24.6579,102.341,2312.93,103.774
237,828,24.6579,102.342,2313.06,103.677
238,830,24.6579,102.342,2313.68,89.4845
239,832,24.6579,102.343,2312.41,108.278
240,835,24.6579,102.344,2313.62,105.522
241,837,24.6579,102.344,2313.92,92.9624
242,839,24.6579,102.345,2313.98,108.449
243,842,24.6579,102.345,2314.05,103.367
244,844,24.6579,102.346,2313.14,99.328
245,846,24.6579,102.347,2310.08,103.648
246,849,24.6579,102.347,2311.01,106.106
247,851,24.6579,102.348,2312.2,103.253
248,853,24.6579,102.348,2312.21,108.65
249,856,24.6579,102.349,2312.98,107.75
250,858,24.6579,102.35,2313.07,105.957
251,860,24.6579,102.35,2312.9,104.278
252,863,24.6579,102.351,2312.44,100.6
253,865,24.6579,102.351,2312.44,103.018
254,867,24.6579,102.352,2313.01,107.945
255,869,24.6579,102.353,2313.02,103.201
256,871,24.6579,102.353,2312.5,102.187
257,874,24.6579,102.354,2312.68,104.198
258,876,24.6579,102.354,2312.97,103.344
259,878,24.6579,102.355,2313.53,102.17
260,880,24.6579,102.355,2314.61,105.957
261,882,24.6579,102.356,2313.85,105.161
262,884,24.6579,102.357,2313.4,105.476
263,886,24.6579,102.357,2314.51,102.193
264,889,24.6579,102.358,2311.04,105.848
265,891,24.6579,102.358,2312.41,110.569
266,893,24.6579,102.359,2311.74,104.714
267,895,24.6579,102.36,2311.25,107.12
268,898,24.6579,102.36,2312.94,107.074
269,900,24.6579,102.361,2312.66,106.965
270,902,24.6579,102.361,2312.82,109.16
271,904,24.6579,102.362,2313.37,111.194
272,907,24.6579,102.363,2314.1,110.953
273,909,24.6579,102.363,2314.48,106.874
274,911,24.6579,102.364,2314.99,108.364
275,947,24.6565,102.364,2312.67,-100.715
276,950,24.6565,102.364,2313.2,-100.313
277,953,24.6565,102.363,2312.21,-101.459
278,956,24.6565,102.363,2313.04,-99.1675
279,959,24.6565,102.362,2314.48,-105.046
280,962,24.6565,102.361,2314,-100.537
281,965,24.6565,102.361,2312.72,-99.7462
282,969,24.6565,102.36,2311.54,-101.986
283,972,24.6565,102.36,2312.94,-101.012
284,975,24.6565,102.359,2313.06,-101.626
285,977,24.6565,102.358,2313.31,-99.5571
286,980,24.6565,102.358,2313.83,-93.0312
287,983,24.6565,102.357,2312.96,-92.9338
288,986,24.6565,102.357,2314.25,-91.8337
289,989,24.6565,102.356,2315.33,-101.517
290,992,24.6565,102.356,2312.8,-99.9582
291,996,24.6565,102.355,2309.81,-98.5144
292,1000,24.6565,102.354,2310.33,-103.075
293,1003,24.6565,102.354,2312.05,-103.373
294,1007,24.6565,102.353,2313.14,-100.239
295,1010,24.6565,102.353,2313.3,-103.493
296,1014,24.6565,102.352,2312.46,-104.244
297,1017,24.6565,102.351,2312.59,-102.611
298,1020,24.6565,102.351,2313.12,-103.012
299,1024,24.6565,102.35,2312.49,-104.811
300,1027,24.6565,102.35,2313.04,-107.006
301,1030,24.6565,102.349,2312.59,-104.106
302,1034,24.6565,102.348,2313.79,-106.066
303,1037,24.6565,102.348,2313.22,-102.33
304,1040,24.6565,102.347,2313.8,-109.011
305,1044,24.6565,102.347,2312.56,-102.983
306,1047,24.6565,102.346,2315.13,-108.467
307,1050,24.6565,102.345,2312.6,-99.8035
308,1053,24.6565,102.345,2311.29,-99.2477
309,1056,24.6565,102.344,2311.69,-102.313
310,1059,24.6565,102.344,2312.92,-100.669
311,1062,24.6565,102.343,2313.42,-101.964
312,1065,24.6565,102.342,2313.63,-102.181
313,1068,24.6565,102.342,2313.06,-100.749
314,1071,24.6565,102.341,2312.69,-102.548
315,1105,24.6552,102.341,2313.08,102.13
316,1107,24.6552,102.342,2313.09,103.82
317,1110,24.6552,102.342,2313.63,104.496
318,1112,24.6552,102.343,2313.47,102.915
319,1114,24.6552,102.344,2312.64,105.82
320,1116,24.6552,102.344,2313.28,107.309
321,1118,24.6552,102.345,2313.26,101.671
322,1120,24.6552,102.345,2312.36,104.25
323,1123,24.6552,102.346,2313.22,106.198
324,1125,24.6552,102.347,2312.86,105.103
325,1127,24.6552,102.347,2312.87,106.106
326,1129,24.6552,102.348,2313.24,104.96
327,1131,24.6552,102.348,2313.69,103.293
328,1133,24.6552,102.349,2313.25,108.243
329,1135,24.6552,102.35,2314.31,109.343
330,1137,24.6552,102.35,2312.95,104.227
331,1139,24.6552,102.351,2311.58,105.676
332,1142,24.6552,102.351,2312.01,112.758
333,1144,24.6552,102.352,2313.28,108.381
334,1146,24.6552,102.353,2312.52,109.36
335,1148,24.6552,102.353,2313.81,114.861
336,1150,24.6552,102.354,2313.34,114.357
337,1153,24.6552,102.354,2313.63,108.1
338,1155,24.6552,102.355,2312.85,110.913
339,1157,24.6552,102.355,2313.76,111.148
340,1159,24.6552,102.356,2315.05,107.762
341,1161,24.6552,102.357,2316.62,105.029
342,1163,24.6552,102.357,2317.2,100.405
343,1165,24.6552,102.358,2317.78,105.401
344,1167,24.6552,102.358,2319.06,102.227
345,1169,24.6552,102.359,2318.83,97.2539
346,1171,24.6552,102.36,2315.68,97.7351
347,1174,24.6552,102.36,2313.87,99.2076
348,1176,24.6552,102.361,2312.56,102.198
349,1178,24.6552,102.361,2311.07,107.561
350,1180,24.6552,102.362,2308.22,107.372
351,1183,24.6552,102.363,2309.49,109.893
352,1185,24.6552,102.363,2311.14,106.725
353,1187,24.6552,102.364,2313.16,105.527
354,1189,24.6552,102.364,2313.1,108.186
355,1222,24.6538,102.364,2312.5,-99.8895
356,1225,24.6538,102.364,2312.88,-103.929
357,1228,24.6538,102.363,2312.21,-104.296
358,1231,24.6538,102.363,2312.5,-108.352
359,1234,24.6538,102.362,2313.18,-105.567
360,1237,24.6538,102.361,2313.12,-106.175
361,1240,24.6538,102.361,2314.72,-96.5434
362,1243,24.6538,102.36,2315.21,-101.895
363,1246,24.6538,102.36,2313.73,-102.187
364,1249,24.6538,102.359,2314.69,-100.611
365,1252,24.6538,102.358,2314.7,-92.7905
366,1254,24.6538,102.358,2314.13,-97.7237
367,1257,24.6538,102.357,2312.61,-101.282
368,1260,24.6538,102.357,2312.2,-101.499
369,1262,24.6538,102.356,2307.26,-96.3486
370,1265,24.6538,102.356,2307.93,-95.5751
371,1269,24.6538,102.355,2311.79,-94.4292
372,1271,24.6538,102.354,2315.18,-98.0503
373,1275,24.6538,102.354,2313.57,-101.442
374,1278,24.6538,102.353,2312.61,-97.2023
375,1280,24.6538,102.353,2312.03,-93.7703
376,1284,24.6538,102.352,2312.63,-101.345
377,1287,24.6538,102.351,2313.92,-98.2623
378,1290,24.6538,102.351,2312.61,-95.8788
379,1293,24.6538,102.35,2312.56,-99.3566
380,1297,24.6538,102.35,2312.23,-103.539
381,1300,24.6538,102.349,2311.93,-104.026
382,1303,24.6538,102.348,2313.01,-97.1507
383,1306,24.6538,102.348,2313.14,-100.651
384,1310,24.6538,102.347,2313.12,-98.4399
385,1313,24.6538,102.347,2312.81,-99.4196
386,1316,24.6538,102.346,2312.26,-98.1935
387,1319,24.6538,102.345,2312.47,-99.9582
388,1323,24.6538,102.345,2313.92,-105.814
389,1326,24.6538,102.344,2313.16,-105.447
390,1329,24.6538,102.344,2312.73,-103.339
391,1331,24.6538,102.343,2312.61,-104.387
392,1334,24.6538,102.342,2312.77,-104.066
393,1337,24.6538,102.342,2312.97,-101.075
394,1340,24.6538,102.341,2313.01,-105.195
395,1374,24.6525,102.341,2313.26,99.7749
396,1377,24.6525,102.342,2312.32,97.6778
397,1379,24.6525,102.342,2311.78,105.98
398,1381,24.6525,102.343,2311.36,104.049
399,1384,24.6525,102.344,2312.48,106.158
400,1386,24.6525,102.344,2312.9,106.026
401,1388,24.6525,102.345,2313.26,107.453
402,1390,24.6525,102.345,2313.56,108.587
403,1393,24.6525,102.346,2313.1,108.679
404,1395,24.6525,102.347,2312.78,103.012
405,1397,24.6525,102.347,2313.75,106.484
406,1399,24.6525,102.348,2313.18,107.894
407,1401,24.6525,102.348,2313.18,105.126
408,1404,24.6525,102.349,2313.11,105.613
409,1406,24.6525,102.35,2312.38,107.023
410,1408,24.6525,102.35,2311.83,104.479
411,1411,24.6525,102.351,2312.49,105.224
412,1413,24.6525,102.351,2312.54,107.664
413,1415,24.6525,102.352,2312.96,104.095
414,1417,24.6525,102.353,2312.98,101.333
415,1419,24.6525,102.353,2312.85,108.971
416,1422,24.6525,102.354,2313.51,106.971
417,1424,24.6525,102.354,2312.87,107.407
418,1426,24.6525,102.355,2314.2,107.957
419,1428,24.6525,102.355,2316.36,97.8784
420,1430,24.6525,102.356,2316.05,98.2451
421,1432,24.6525,102.357,2316,104.679
422,1434,24.6525,102.357,2314.85,104.765
423,1436,24.6525,102.358,2311.99,103.998
424,1438,24.6525,102.358,2311.25,102.164
425,1440,24.6525,102.359,2310.68,109.509
426,1442,24.6525,102.36,2310.36,104.622
427,1445,24.6525,102.36,2310.39,108.077
