Frame,Time_Sec,Lat,Lng,Alt,Heading
1,0,32.1556,119.929,545.22,-0.154699
2,4,32.1565,119.929,544.92,-6.53172
3,8,32.1575,119.929,544.3,-10.9206
4,13,32.1585,119.928,543.33,-9.27619
5,17,32.1595,119.928,542.07,-4.42323
6,22,32.1605,119.928,543.28,-4.21697
7,26,32.1615,119.928,544.77,-3.49504
8,31,32.1625,119.927,543.36,-7.013
9,36,32.1634,119.927,543.31,-6.14211
10,41,32.1644,119.927,543.4,-10.382
11,46,32.1654,119.927,543.45,-8.56572
12,51,32.1664,119.927,543.85,-12.5077
13,56,32.1674,119.926,543.57,-11.3102
14,60,32.1684,119.926,544.2,-13.2124
15,65,32.1694,119.926,543.12,-10.6799
16,70,32.1703,119.926,543.94,-4.46334
17,74,32.1713,119.926,543.59,-8.57145
18,79,32.1723,119.925,543.48,-6.05043
19,84,32.1733,119.925,543.65,-2.76166
20,89,32.1743,119.925,543.54,-3.86174
21,94,32.1753,119.925,546.06,-7.13333
22,99,32.1762,119.925,544.72,-6.52026
23,104,32.1772,119.924,543.09,-1.3751
24,108,32.1782,119.924,540.79,-14.3526
25,113,32.1792,119.924,543.8,-3.90757
26,117,32.1802,119.924,544.22,-2.88198
27,122,32.1812,119.923,542.95,-5.32278
28,127,32.1822,119.923,543.7,-4.55501
29,131,32.1831,119.923,544.39,-6.78382
30,136,32.1841,119.923,543.38,-6.14784
31,141,32.1851,119.923,543.37,-8.5428
32,145,32.1861,119.922,543.59,-10.3877
33,150,32.1871,119.922,543.8,-6.89268
34,155,32.1881,119.922,543.22,-6.25097
35,159,32.189,119.922,543.64,-8.08443
36,164,32.19,119.922,543.61,-6.46869
37,168,32.191,119.921,543.4,-8.00422
38,173,32.192,119.921,543.1,-10.6914
39,178,32.193,119.921,543.89,-9.79185
40,182,32.194,119.921,543.82,-7.93546
41,186,32.195,119.921,543.5,-9.81477
42,191,32.1959,119.92,542.98,-9.34494
43,196,32.1969,119.92,543.96,-11.2185
44,200,32.1979,119.92,543.49,-7.58596
45,205,32.1989,119.92,543.47,-10.3419
46,209,32.1999,119.919,543.74,-8.74334
47,214,32.2009,119.919,545.16,-7.25365
48,218,32.2019,119.919,544.06,-14.0489
49,223,32.2028,119.919,542.84,-4.22843
50,228,32.2038,119.919,544.47,-6.36556
51,232,32.2048,119.918,544.21,-9.67726
52,237,32.2058,119.918,544.74,-6.31972
53,241,32.2068,119.918,543.47,-4.93317
54,245,32.2078,119.918,542.7,-5.25975
55,250,32.2087,119.918,543.68,-8.15319
56,255,32.2097,119.917,541.93,-8.22767
57,259,32.2107,119.917,542.92,-10.6398
58,264,32.2117,119.917,545.2,-11.1555
59,268,32.2127,119.917,543.25,-10.9034
60,273,32.2137,119.917,543.56,-9.68872
61,277,32.2147,119.916,543.48,-11.654
62,281,32.2156,119.916,544.02,-9.24754
63,286,32.2166,119.916,544.14,-10.2674
64,290,32.2176,119.916,542.57,-7.6318
65,295,32.2186,119.915,544.16,-8.65166
66,299,32.2196,119.915,543.85,-7.45418
67,304,32.2206,119.915,544.08,-7.45991
68,308,32.2216,119.915,543.63,-10.6627
69,313,32.2225,119.915,542.71,-11.2357
70,318,32.2235,119.914,542.89,-9.63142
71,322,32.2245,119.914,543.23,-8.53707
72,327,32.2255,119.914,543.93,-10.3247
73,332,32.2265,119.914,543.25,-10.2388
74,336,32.2275,119.914,544.1,-8.74334
75,341,32.2284,119.913,544.44,-7.95265
76,345,32.2294,119.913,545.57,-12.4332
77,350,32.2304,119.913,544.28,-15.5673
78,355,32.2314,119.913,542.37,-11.7628
79,359,32.2324,119.913,541.9,-9.07565
80,364,32.2334,119.912,544.1,-13.8885
81,368,32.2344,119.912,543.59,-9.57985
82,372,32.2353,119.912,545.22,-13.5676
83,377,32.2363,119.912,544.85,-7.28229
84,381,32.2373,119.912,542.08,-3.49504
85,386,32.2383,119.911,542.03,-8.71469
86,390,32.2393,119.911,543.66,-6.90414
87,395,32.2403,119.911,544.27,-10.5768
88,399,32.2412,119.911,544.57,-7.63753
89,403,32.2422,119.91,543,-8.76625
90,448,32.2427,119.913,544.84,172.254
91,454,32.2418,119.914,543.44,175.004
92,461,32.2408,119.914,542.69,169.699
93,468,32.2398,119.914,544.17,170.277
94,476,32.2388,119.914,543.44,173.154
95,482,32.2378,119.914,543.93,170.077
96,489,32.2368,119.915,544.2,170.38
97,496,32.2358,119.915,543.73,169.326
98,502,32.2349,119.915,544.39,172.747
99,509,32.2339,119.915,543.34,172.598
100,516,32.2329,119.915,543.5,172.025
101,522,32.2319,119.916,546.73,177.101
102,528,32.2309,119.916,543.14,165.814
103,534,32.2299,119.916,542.75,169.842
104,540,32.229,119.916,539.39,167.149
105,546,32.228,119.917,545.16,168.243
106,553,32.227,119.917,543.7,162.646
107,560,32.226,119.917,541.37,167.384
108,567,32.225,119.917,543.68,170.438
109,574,32.224,119.917,543.59,171.578
110,580,32.223,119.918,543.03,173.01
111,587,32.2221,119.918,544.38,179.502
112,594,32.2211,119.918,544.1,175.698
113,599,32.2201,119.918,543.13,168.203
114,605,32.2191,119.918,543.52,171.314
115,611,32.2181,119.919,544.15,168.324
116,617,32.2171,119.919,542.3,172.672
117,623,32.2162,119.919,545.78,170.736
118,629,32.2152,119.919,542.44,171.99
119,634,32.2142,119.919,543.92,167.103
120,640,32.2132,119.92,543.5,167.172
121,646,32.2122,119.92,544.04,166.341
122,652,32.2112,119.92,543.18,165.648
123,658,32.2102,119.92,543.37,165.877
124,664,32.2093,119.92,542,169.114
125,670,32.2083,119.921,544.42,167.384
126,676,32.2073,119.921,542.84,170.896
127,681,32.2063,119.921,543.7,166.937
128,688,32.2053,119.921,545.52,166.37
129,693,32.2043,119.922,543.14,167.206
130,700,32.2034,119.922,542.74,166.885
131,706,32.2024,119.922,545.39,170.799
132,713,32.2014,119.922,543.65,172.139
133,719,32.2004,119.922,543.03,160.778
134,726,32.1994,119.923,542.64,168.868
135,733,32.1984,119.923,543.6,172.615
136,739,32.1974,119.923,543.38,170.976
137,746,32.1965,119.923,543.95,170.936
138,753,32.1955,119.923,542.68,172.374
139,759,32.1945,119.924,543.44,171.194
140,765,32.1935,119.924,543.07,171.223
141,772,32.1925,119.924,543.51,174.282
142,779,32.1915,119.924,543.05,167.716
143,786,32.1905,119.924,543.68,170.678
144,793,32.1896,119.925,543.65,170.3
145,800,32.1886,119.925,543.52,169.504
146,807,32.1876,119.925,543.75,166.633
147,813,32.1866,119.925,543.17,168.53
148,820,32.1856,119.926,543.96,167.814
149,826,32.1846,119.926,543.22,166.931
150,833,32.1837,119.926,543.47,167.665
151,840,32.1827,119.926,544.34,166.312
152,846,32.1817,119.926,542.63,168.375
153,853,32.1807,119.927,545.42,166.593
154,860,32.1797,119.927,542.04,165.728
155,866,32.1787,119.927,544.87,170.317
156,873,32.1777,119.927,542.11,174.626
157,880,32.1768,119.927,543.34,174.271
158,886,32.1758,119.928,543.96,169.177
159,893,32.1748,119.928,543.44,168.501
160,899,32.1738,119.928,543.21,168.272
161,905,32.1728,119.928,543.81,169.664
