Frame,Time_Sec,Lat,Lng,Alt,Heading
1,0,32.3046,119.897,466.52,-39.2934
2,7,32.3051,119.896,466.51,-39.0413
3,14,32.3057,119.895,466.22,-40.0211
4,21,32.3062,119.894,466.36,-40.1128
5,28,32.3067,119.894,466.36,-40.4222
6,36,32.3072,119.893,466.1,-40.3019
7,43,32.3077,119.892,466.41,-39.2992
8,50,32.3083,119.891,466.34,-39.494
9,57,32.3088,119.89,466.19,-39.5284
10,64,32.3093,119.89,466.44,-39.8148
11,71,32.3098,119.889,466.28,-40.8003
12,79,32.3104,119.888,466.23,-39.8951
13,86,32.3109,119.887,466.06,-40.4566
14,93,32.3114,119.886,466.39,-41.0467
15,100,32.3119,119.886,466.29,-43.0005
16,108,32.3124,119.885,466.38,-40.2847
17,115,32.313,119.884,466.34,-41.1441
18,122,32.3135,119.883,466.47,-42.3702
19,130,32.314,119.882,466.02,-40.9837
20,137,32.3145,119.882,466.17,-40.4222
21,144,32.315,119.881,466.32,-40.2216
22,152,32.3156,119.88,466.59,-40.8863
23,159,32.3161,119.879,466.26,-41.6941
24,166,32.3166,119.878,465.84,-41.6483
25,174,32.3171,119.878,466.25,-39.5971
26,181,32.3177,119.877,466.24,-41.9119
27,189,32.3182,119.876,466.36,-40.1242
28,196,32.3187,119.875,466.23,-41.8202
29,204,32.3192,119.874,466.13,-40.3878
30,211,32.3197,119.874,466.05,-41.0524
31,218,32.3203,119.873,466.04,-40.5711
32,225,32.3208,119.872,466.15,-40.8748
33,233,32.3213,119.871,466.28,-39.7174
34,240,32.3218,119.87,465.99,-41.2587
35,247,32.3223,119.87,466.22,-39.5398
36,254,32.3229,119.869,466.29,-40.4566
37,262,32.3234,119.868,466.09,-37.9814
38,269,32.3239,119.867,466.03,-40.044
39,276,32.3244,119.866,466.18,-39.3393
40,284,32.3249,119.866,466.21,-39.7461
41,291,32.3255,119.865,466.3,-39.9638
42,298,32.326,119.864,466.12,-40.5654
43,306,32.3265,119.863,466.58,-39.9925
44,313,32.327,119.862,465.96,-40.2044
45,320,32.3275,119.862,466.41,-39.133
46,328,32.3281,119.861,466.25,-38.7377
47,335,32.3286,119.86,466.27,-39.0757
48,343,32.3291,119.859,465.96,-38.1017
49,350,32.3296,119.858,466.22,-39.7404
50,358,32.3301,119.858,466.02,-36.8412
51,365,32.3307,119.857,466.16,-38.3767
52,372,32.3312,119.856,466.32,-40.3878
53,379,32.3317,119.855,466.3,-39.3106
54,386,32.3323,119.854,466.28,-41.0811
55,394,32.3327,119.854,466.03,-37.2824
56,401,32.3333,119.853,466.31,-41.0467
57,408,32.3338,119.852,466,-40.3534
58,416,32.3343,119.851,465.94,-39.2533
59,423,32.3349,119.85,465.82,-42.6682
60,431,32.3354,119.85,466.34,-41.8832
61,438,32.3359,119.849,466.26,-41.2816
62,445,32.3364,119.848,465.92,-38.9669
63,452,32.3369,119.847,466.03,-38.1132
64,459,32.3374,119.846,466.4,-39.6086
65,467,32.338,119.846,466.13,-40.2503
66,474,32.3385,119.845,466.08,-41.4936
67,481,32.339,119.844,466.24,-38.7319
68,488,32.3395,119.843,466.16,-38.9955
69,495,32.34,119.842,465.89,-38.8523
70,502,32.3406,119.842,466.23,-39.7117
71,509,32.3411,119.841,466.09,-39.832
72,516,32.3416,119.84,466.36,-39.9008
73,523,32.3421,119.839,466.06,-40.6915
74,530,32.3427,119.838,465.74,-42.4848
75,537,32.3432,119.838,466.38,-41.5795
76,544,32.3437,119.837,466.24,-42.0895
77,552,32.3442,119.836,466.15,-42.1869
78,559,32.3447,119.835,466.16,-38.6002
79,567,32.3452,119.834,465.98,-37.7465
80,574,32.3458,119.834,465.99,-40.8977
81,581,32.3463,119.833,466.34,-41.2931
82,588,32.3468,119.832,466.15,-41.6941
83,595,32.3474,119.831,466.29,-43.8656
84,603,32.3479,119.83,466.24,-40.0326
85,610,32.3484,119.83,466.26,-42.8515
86,617,32.3489,119.829,466.06,-40.3076
87,625,32.3494,119.828,466.44,-43.6766
88,632,32.3499,119.827,466.35,-41.4478
89,639,32.3505,119.826,466.06,-40.7029
90,647,32.351,119.826,466.15,-39.4023
91,654,32.3515,119.825,466.18,-41.8718
92,661,32.352,119.824,466.22,-38.9439
93,668,32.3525,119.823,466.26,-39.8378
94,676,32.3531,119.822,466.32,-40.0727
95,683,32.3536,119.822,466.13,-38.4684
96,690,32.3541,119.821,466.07,-39.3966
97,736,32.3525,119.819,466.12,109.704
98,739,32.352,119.82,466.42,115.52
99,743,32.3515,119.821,466.21,119.571
100,747,32.351,119.822,465.97,118.746
101,751,32.3505,119.822,466.06,120.556
102,755,32.3499,119.823,466.05,122.75
103,759,32.3494,119.824,465.93,119.387
104,762,32.3489,119.825,466.31,119.886
105,766,32.3483,119.826,466.16,118.442
106,770,32.3478,119.826,465.9,118.957
107,774,32.3473,119.827,466.1,118.39
108,778,32.3468,119.828,466,117.439
109,781,32.3463,119.829,466.28,122.246
110,785,32.3458,119.83,466.14,122.745
111,789,32.3453,119.83,465.95,127.672
112,793,32.3447,119.831,466.06,123.564
113,796,32.3442,119.832,465.89,119.691
114,800,32.3437,119.833,466.4,124.315
115,804,32.3431,119.833,466.38,121.599
116,808,32.3426,119.834,466.2,120.911
117,812,32.3421,119.835,466.12,120.413
118,815,32.3416,119.836,466.25,124.246
119,819,32.3411,119.837,466.08,124.057
120,823,32.3406,119.838,465.95,122.401
121,827,32.34,119.838,465.99,124.297
122,830,32.3395,119.839,466.19,124.24
123,834,32.339,119.84,465.76,119.364
124,838,32.3385,119.841,466.09,120.086
125,842,32.3379,119.842,466.12,122.647
126,845,32.3374,119.842,466.18,122.281
127,849,32.3369,119.843,466.18,119.72
128,853,32.3364,119.844,466.13,121.57
129,857,32.3358,119.845,466.55,122.126
130,861,32.3353,119.846,466.22,119.061
131,865,32.3348,119.846,466.48,123.014
132,868,32.3343,119.847,466.14,124.114
133,872,32.3338,119.848,466.16,122.04
134,876,32.3333,119.849,466.09,122.235
135,880,32.3327,119.85,466.2,121.794
136,884,32.3322,119.85,466.22,120.378
137,887,32.3317,119.851,466.09,121.095
138,891,32.3312,119.852,466.03,123.77
139,895,32.3307,119.853,466.07,124.699
140,899,32.3301,119.854,466.11,123.209
141,902,32.3296,119.854,465.97,122.779
142,906,32.3291,119.855,466.12,124.699
143,910,32.3286,119.856,466.46,124.578
144,914,32.328,119.857,466.1,125.008
145,917,32.3275,119.858,465.94,124.166
146,921,32.327,119.858,465.9,124.011
147,925,32.3265,119.859,466.23,123.26
148,929,32.3259,119.86,466.11,122.728
149,933,32.3254,119.861,465.94,121.456
150,936,32.3249,119.862,465.95,119.714
151,940,32.3244,119.862,465.86,120.906
152,944,32.3239,119.863,465.95,119.989
153,948,32.3234,119.864,466.02,120.928
154,952,32.3228,119.865,466.26,121.799
155,955,32.3223,119.866,466.22,121.788
156,959,32.3218,119.866,466.21,120.533
157,963,32.3213,119.867,466.34,122.2
158,967,32.3208,119.868,466.14,121.605
159,971,32.3202,119.869,465.99,121.547
160,974,32.3197,119.87,466.3,120.716
161,978,32.3192,119.87,466.13,120.671
162,982,32.3187,119.871,465.97,119.891
163,986,32.3181,119.872,465.98,120.264
164,989,32.3176,119.873,466.21,121.043
165,993,32.3171,119.874,466.26,121.88
166,997,32.3166,119.874,466.12,122.183
167,1001,32.3161,119.875,466.24,121.238
168,1004,32.3156,119.876,466.04,121.788
169,1008,32.315,119.877,466.01,123.174
170,1012,32.3145,119.878,466.01,122.206
171,1016,32.314,119.878,465.93,122.269
172,1020,32.3135,119.879,466.07,123.484
173,1023,32.3129,119.88,466.24,124.509
174,1027,32.3124,119.881,466.19,122.596
175,1031,32.3119,119.882,466.3,122.338
176,1035,32.3114,119.882,466.2,123.977
177,1039,32.3108,119.883,465.99,121.679
178,1042,32.3103,119.884,466.03,121.186
179,1046,32.3098,119.885,466.34,122.132
180,1050,32.3093,119.886,466.36,122.441
181,1054,32.3088,119.886,466.14,120.82
182,1058,32.3082,119.887,466.04,121.347
183,1061,32.3077,119.888,465.95,121.158
184,1065,32.3072,119.889,466,121.324
185,1069,32.3067,119.89,465.83,122.39
186,1073,32.3062,119.89,465.97,121.839
187,1077,32.3056,119.891,466.16,122.808
188,1080,32.3051,119.892,465.93,122.103
189,1084,32.3046,119.893,466.16,123.134
190,1088,32.3041,119.894,466.45,123.054
191,1092,32.3036,119.894,466.5,123.398
192,1096,32.303,119.895,466.29,123.988
193,1140,32.3012,119.894,465.89,-37.3798
194,1147,32.3017,119.893,466.08,-38.7205
195,1154,32.3023,119.892,466.01,-38.9268
196,1162,32.3028,119.891,466.15,-38.7835
197,1169,32.3033,119.891,466.25,-40.4737
198,1177,32.3038,119.89,465.92,-41.1899
199,1184,32.3044,119.889,466.08,-40.2274
200,1191,32.3049,119.888,466.21,-40.6514
201,1198,32.3054,119.887,465.95,-40.7774
202,1206,32.3059,119.887,466.09,-40.4508
203,1213,32.3064,119.886,466.09,-41.2988
204,1221,32.307,119.885,466.3,-43.4646
205,1228,32.3075,119.884,466.09,-40.4164
206,1236,32.308,119.883,465.89,-41.9806
207,1243,32.3085,119.883,466.34,-40.3878
208,1250,32.309,119.882,466.09,-40.4394
209,1257,32.3096,119.881,466.06,-41.104
210,1265,32.3101,119.88,466.16,-40.4623
211,1272,32.3106,119.879,466.35,-41.8832
212,1280,32.3111,119.879,466.28,-41.1155
213,1287,32.3117,119.878,466.13,-41.2988
214,1295,32.3122,119.877,466.16,-41.6712
215,1302,32.3127,119.876,466.12,-43.4073
216,1310,32.3132,119.875,465.88,-41.7629
217,1317,32.3137,119.875,466.2,-40.3649
218,1325,32.3143,119.874,466.19,-40.8805
219,1332,32.3148,119.873,466.22,-40.5941
220,1340,32.3153,119.872,466.38,-37.4199
221,1348,32.3158,119.871,466.54,-38.2965
222,1355,32.3163,119.871,465.87,-37.8439
223,1363,32.3169,119.87,466.16,-39.1617
224,1370,32.3174,119.869,466.01,-38.8866
225,1377,32.3179,119.868,465.92,-39.5455
226,1385,32.3184,119.867,466.31,-38.4111
227,1392,32.3189,119.867,466.08,-38.5486
228,1400,32.3195,119.866,466.38,-41.167
229,1408,32.32,119.865,465.94,-40.9837
230,1416,32.3205,119.864,466.25,-40.2675
231,1423,32.321,119.863,465.92,-39.832
232,1431,32.3216,119.863,465.92,-39.557
233,1438,32.3221,119.862,466.13,-39.769
234,1446,32.3226,119.861,466.1,-38.5887
235,1453,32.3231,119.86,466.2,-39.7289
236,1461,32.3236,119.859,465.78,-38.8408
237,1468,32.3242,119.859,466.06,-38.8523
238,1476,32.3247,119.858,466.64,-37.9012
239,1484,32.3252,119.857,466.2,-36.8756
240,1492,32.3257,119.856,466.12,-39.0184
241,1500,32.3262,119.855,465.93,-36.6693
242,1507,32.3268,119.855,466.12,-39.3679
243,1515,32.3273,119.854,465.93,-38.5772
244,1522,32.3278,119.853,465.9,-39.07
245,1530,32.3283,119.852,466.29,-39.4424
246,1538,32.3288,119.851,466.13,-40.107
247,1545,32.3294,119.851,466.07,-41.0295
248,1553,32.3299,119.85,466.46,-39.431
249,1560,32.3304,119.849,466.08,-39.408
250,1568,32.3309,119.848,466.48,-37.5115
251,1576,32.3314,119.847,465.98,-39.0929
252,1583,32.332,119.847,466.19,-39.8148
253,1591,32.3325,119.846,466.33,-39.0643
254,1599,32.333,119.845,465.86,-40.2388
255,1606,32.3335,119.844,466.08,-37.9986
256,1614,32.334,119.843,465.89,-38.858
257,1621,32.3346,119.843,466.19,-39.7002
258,1628,32.3351,119.842,466.14,-37.5345
259,1636,32.3356,119.841,466,-39.4138
260,1643,32.3362,119.84,466.26,-38.4512
261,1651,32.3367,119.839,466.19,-40.5826
262,1658,32.3372,119.839,465.94,-40.1013
263,1666,32.3377,119.838,465.81,-39.7232
264,1674,32.3382,119.837,466.36,-38.6976
265,1682,32.3388,119.836,466.42,-41.3561
266,1689,32.3393,119.835,466.21,-39.7174
267,1697,32.3398,119.835,466.46,-39.3794
268,1704,32.3403,119.834,466.07,-40.342
269,1711,32.3408,119.833,466.03,-41.9462
270,1718,32.3414,119.832,466.01,-42.0608
271,1726,32.3419,119.831,466.3,-40.617
272,1734,32.3424,119.831,466.37,-39.9753
273,1742,32.3429,119.83,466.08,-40.7029
274,1749,32.3435,119.829,466.29,-40.5941
275,1757,32.344,119.828,466.31,-41.2644
276,1765,32.3445,119.827,466.3,-42.3359
277,1772,32.345,119.827,465.85,-41.1212
278,1780,32.3455,119.826,465.97,-40.5482
279,1787,32.346,119.825,466.12,-40.0841
280,1795,32.3465,119.824,466.36,-39.345
281,1803,32.3471,119.823,466.17,-40.8462
282,1810,32.3476,119.823,466.08,-39.5685
283,1818,32.3481,119.822,466.1,-40.0211
284,1825,32.3486,119.821,466.07,-40.5826
285,1832,32.3492,119.82,466.03,-40.8633
286,1840,32.3497,119.819,466.19,-38.795
287,1847,32.3502,119.819,466.27,-39.494
288,1855,32.3507,119.818,466.17,-39.8893
289,1901,32.3491,119.816,466.07,113.99
290,1905,32.3486,119.817,465.94,115.589
291,1908,32.3481,119.818,466.2,117.594
292,1912,32.3476,119.818,466.12,117.17
293,1916,32.347,119.819,466.02,117.697
294,1920,32.3465,119.82,466.28,118.562
295,1924,32.346,119.821,465.81,118.052
296,1927,32.3455,119.822,465.96,118.831
297,1931,32.345,119.822,466.26,119.399
298,1935,32.3444,119.823,466.13,119.416
299,1939,32.3439,119.824,466.05,120.997
300,1943,32.3434,119.825,466.36,123.003
301,1947,32.3429,119.826,466.34,125.919
302,1951,32.3424,119.826,466.16,121.146
303,1954,32.3418,119.827,466.38,121.393
304,1958,32.3413,119.828,466.22,122.137
305,1962,32.3408,119.829,466.14,121.708
306,1966,32.3403,119.83,465.83,122.951
307,1970,32.3397,119.83,466.26,124.395
308,1974,32.3392,119.831,465.94,121.542
309,1977,32.3387,119.832,466.27,122.676
310,1981,32.3382,119.833,466.3,121.341
311,1985,32.3376,119.834,466.13,121.244
312,1988,32.3371,119.834,465.96,120.046
313,1992,32.3366,119.835,466.22,122.556
314,1996,32.3361,119.836,465.96,122.017
315,2000,32.3356,119.837,466.14,123.558
316,2003,32.3351,119.838,466.23,123.558
317,2007,32.3345,119.838,466.27,125.294
318,2011,32.334,119.839,466.12,124.229
319,2015,32.3335,119.84,466.18,121.954
320,2019,32.333,119.841,466.2,122.653
321,2022,32.3325,119.842,466.24,124.481
322,2026,32.3319,119.842,466.42,124.005
323,2030,32.3314,119.843,466.39,122.263
324,2034,32.3309,119.844,466.15,122.974
325,2037,32.3304,119.845,466.32,122.172
326,2041,32.3298,119.846,466.18,121.261
327,2045,32.3293,119.846,466.22,121.627
328,2049,32.3288,119.847,466.24,122.911
329,2053,32.3283,119.848,466.01,122.361
330,2057,32.3278,119.849,466.09,122.63
331,2061,32.3272,119.85,465.93,121.633
332,2064,32.3267,119.85,465.96,122.149
333,2068,32.3262,119.851,466.24,124.687
334,2072,32.3257,119.852,465.93,123.364
335,2076,32.3252,119.853,466.22,123.971
336,2079,32.3247,119.854,466.4,125.151
337,2083,32.3241,119.854,466.27,126.933
338,2087,32.3236,119.855,466.54,122.705
339,2091,32.3231,119.856,466.37,122.2
340,2094,32.3225,119.857,466.13,123.18
341,2098,32.322,119.858,466.27,121.536
342,2102,32.3215,119.858,466.14,119.834
343,2106,32.321,119.859,466.24,121.009
344,2109,32.3205,119.86,466.05,120.951
345,2113,32.32,119.861,466.37,121.977
346,2117,32.3194,119.862,466.27,121.496
347,2121,32.3189,119.862,466.28,120.023
348,2125,32.3184,119.863,465.92,119.84
349,2128,32.3179,119.864,466.1,121.507
350,2132,32.3173,119.865,465.77,120.659
351,2136,32.3168,119.866,465.88,120.928
352,2139,32.3163,119.866,466.22,122.596
353,2143,32.3158,119.867,466.09,121.645
354,2147,32.3153,119.868,466.2,121.198
355,2151,32.3148,119.869,466.16,122.905
