Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm,Inliers,Measurement_Valid,Correct_Candidate_Rank,Top1_Min_Dist_M,Top5_Min_Dist_M,Top10_Min_Dist_M
1,7.00,32.34263980,119.81165524,32.30460000,119.89700000,32.30460000,119.89700000,0.5100,9076.77,1,1308,split_learned,9,1,-1,8900.90,2478.10,2478.10
2,14.00,32.34355666,119.86559387,32.30460000,119.89700000,32.30460000,119.89700000,0.4867,5247.39,1,1378,split_learned,8,1,-1,5107.19,684.98,684.98
3,21.00,32.33520655,119.88458874,32.30460000,119.89700000,32.30460000,119.89700000,0.5100,3601.61,1,1162,split_learned,9,1,-1,3348.18,2514.57,2514.57
4,28.00,32.35137615,119.81655486,32.30460000,119.89700000,32.30460000,119.89700000,0.5800,9185.95,1,1535,split_learned,12,1,-1,8821.01,2787.99,2787.99
5,36.00,32.33323827,119.85127009,32.30460000,119.89700000,32.30460000,119.89700000,0.5333,5354.37,1,1101,split_learned,10,1,-1,4943.99,2724.41,2724.41
6,43.00,32.29394861,119.86323928,32.30460000,119.89700000,32.30460000,119.89700000,0.5333,3390.02,1,117,split_learned,10,1,5,3104.86,120.08,120.08
7,50.00,32.33126508,119.85008935,32.30460000,119.89700000,32.30460000,119.89700000,0.4867,5318.37,1,1011,split_learned,8,1,-1,4494.53,1526.31,1526.31
8,57.00,32.33520655,119.88458874,32.30460000,119.89700000,32.30460000,119.89700000,0.5100,3601.61,1,1162,split_learned,9,1,-1,2983.33,1871.78,1871.78
9,64.00,32.29344436,119.88062863,32.30460000,119.89700000,32.30460000,119.89700000,0.4400,1978.38,1,125,split_learned,6,1,-1,1941.98,313.26,313.26
10,71.00,32.29344436,119.88062863,32.30460000,119.89700000,32.29344436,119.88062863,0.4400,1978.38,1,125,split_learned,6,1,-1,1950.19,535.20,535.20
11,79.00,32.30487855,119.85172715,32.29344436,119.88062863,32.29344436,119.88062863,0.4400,3001.99,1,381,split_learned,6,1,-1,3578.33,649.50,649.50
12,86.00,32.33996342,119.85943153,32.29344436,119.88062863,32.29344436,119.88062863,0.5567,5549.15,1,1285,split_learned,11,1,-1,4222.39,2410.55,2410.55
13,93.00,32.33996342,119.85943153,32.29344436,119.88062863,32.29344436,119.88062863,0.5567,5549.15,1,1285,split_learned,11,1,-1,4120.47,2494.30,2494.30
14,100.00,32.30715797,119.83450284,32.29344436,119.88062863,32.29344436,119.88062863,0.5333,4599.80,1,418,split_learned,10,1,-1,4969.78,4899.85,4899.85
15,108.00,32.32113398,119.81864283,32.29344436,119.88062863,32.29344436,119.88062863,0.6033,6595.64,1,771,split_learned,13,1,-1,6308.93,1909.35,1909.35
16,115.00,32.29165846,119.85864437,32.29344436,119.88062863,32.29344436,119.88062863,0.5100,2077.61,1,70,split_learned,9,1,-1,3304.04,1972.08,1972.08
17,122.00,32.31625910,119.85540794,32.29344436,119.88062863,32.29344436,119.88062863,0.4400,3475.51,1,653,split_learned,6,1,-1,2659.36,2659.36,2659.36
18,130.00,32.30646059,119.87608451,32.29344436,119.88062863,32.29344436,119.88062863,0.4400,1510.71,1,438,split_learned,6,1,-1,1007.01,1007.01,1007.01
