Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm,Inliers,Measurement_Valid,Correct_Candidate_Rank,Top1_Min_Dist_M,Top5_Min_Dist_M,Top10_Min_Dist_M
1,216.00,38.81615434,101.08794815,38.80950000,101.04000000,38.80950000,101.04000000,0.4167,4223.50,1,208,orb,5,1,-1,4519.33,3027.95,3027.95
2,558.00,38.83821811,101.05107502,38.80950000,101.04000000,38.80950000,101.04000000,0.3933,3338.05,1,612,orb,4,1,-1,3351.52,3351.52,3351.52
3,563.00,38.84021859,101.03618437,38.80950000,101.04000000,38.80950000,101.04000000,0.4167,3435.57,1,640,orb,5,1,-1,1888.54,1269.05,1269.05
4,568.00,38.84942703,101.02142379,38.80950000,101.04000000,38.80950000,101.04000000,0.4867,4727.60,1,809,orb,8,1,-1,258.94,258.94,258.94
5,573.00,38.84981330,101.02191964,38.80950000,101.04000000,38.80950000,101.04000000,0.4867,4753.69,1,809,orb,8,1,-1,164.19,164.19,164.19
6,578.00,38.83697943,101.08409310,38.80950000,101.04000000,38.80950000,101.04000000,0.4400,4896.77,1,591,orb,6,1,-1,5565.72,872.95,872.95
7,583.00,38.81496931,101.01626792,38.80950000,101.04000000,38.80950000,101.04000000,0.4400,2146.20,1,141,orb,6,1,-1,4047.91,4047.91,4047.91
8,588.00,38.80950000,101.04000000,38.80950000,101.04000000,38.80950000,101.04000000,0.3000,0.00,0,-1,orb,0,0,-1,,,
9,593.00,38.82366272,101.09033096,38.80950000,101.04000000,38.80950000,101.04000000,0.4867,4640.68,1,348,orb,8,1,-1,6078.81,4994.88,4994.88
10,598.00,38.81294737,101.05471734,38.80950000,101.04000000,38.80950000,101.04000000,0.4167,1332.73,1,123,orb,5,1,-1,4717.59,1520.80,1520.80
11,603.00,38.80950000,101.04000000,38.80950000,101.04000000,38.80950000,101.04000000,0.3000,0.00,0,-1,orb,0,0,-1,,,
12,608.00,38.80950000,101.04000000,38.80950000,101.04000000,38.80950000,101.04000000,0.3000,0.00,0,-1,orb,0,0,-1,,,
13,612.00,38.83230249,101.09131500,38.80950000,101.04000000,38.83230249,101.09131500,0.4167,5123.07,1,524,orb,5,1,-1,5360.08,5360.08,5360.08
14,617.00,38.83230249,101.09131500,38.83230249,101.09131500,38.83230249,101.09131500,0.3000,0.00,0,-1,orb,0,0,-1,,,
15,622.00,38.84980257,101.02190586,38.83230249,101.09131500,38.83230249,101.09131500,0.4867,6326.52,1,809,orb,8,1,-1,1282.15,1157.73,1157.73
16,627.00,38.83624981,101.08917399,38.83230249,101.09131500,38.83230249,101.09131500,0.4167,477.03,1,593,orb,5,1,-1,4707.90,2646.30,2646.30
17,632.00,38.84080873,101.03075303,38.83230249,101.09131500,38.83230249,101.09131500,0.5800,5336.57,1,637,orb,12,1,-1,1489.35,1489.35,1489.35
18,637.00,38.83509697,101.06648295,38.83230249,101.09131500,38.83230249,101.09131500,0.5800,2175.77,1,548,orb,12,1,-1,2803.74,222.14,222.14
19,642.00,38.84104478,101.08878833,38.83230249,101.09131500,38.83230249,101.09131500,0.4633,997.55,1,663,orb,7,1,-1,4172.71,1303.89,1303.89
20,647.00,38.81391304,101.07732574,38.83230249,101.09131500,38.83230249,101.09131500,0.4167,2379.58,1,133,orb,5,1,-1,5084.45,5084.45,5084.45
21,652.00,38.83888335,101.05974313,38.83230249,101.09131500,38.83230249,101.09131500,0.4633,2834.20,1,615,orb,7,1,-1,1780.74,615.74,615.74
22,657.00,38.81039490,101.09189348,38.83230249,101.09131500,38.83230249,101.09131500,0.4167,2439.27,1,69,orb,5,1,-1,5976.19,585.82,585.82
23,662.00,38.83230249,101.09131500,38.83230249,101.09131500,38.83230249,101.09131500,0.0000,0.00,0,-1,orb,0,0,-1,,,
24,667.00,38.83628200,101.06344666,38.83230249,101.09131500,38.83230249,101.09131500,0.4867,2456.99,1,582,orb,8,1,-1,1969.88,412.90,412.90
25,672.00,38.82560956,101.05577025,38.83230249,101.09131500,38.82560956,101.05577025,0.4400,3171.18,1,369,orb,6,1,-1,2794.49,400.76,400.76
26,677.00,38.83733351,101.08880210,38.82560956,101.05577025,38.82560956,101.05577025,0.4633,3147.80,1,593,orb,7,1,-1,3507.40,3507.40,3507.40
27,682.00,38.84299638,101.05575036,38.82560956,101.05577025,38.82560956,101.05577025,0.5100,1935.50,1,718,orb,9,1,-1,762.34,398.38,398.38
