Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm,Inliers,Measurement_Valid,Correct_Candidate_Rank,Top1_Min_Dist_M,Top5_Min_Dist_M,Top10_Min_Dist_M
1,3.00,40.35089818,115.78563057,40.35060000,115.77700000,40.35060000,115.77700000,0.5567,732.97,1,44,split_disk,11,1,-1,746.42,347.65,347.65
2,7.00,40.34183995,115.78150717,40.35060000,115.77700000,40.34183995,115.78150717,0.8833,1047.46,0,2,split_disk,25,1,-1,941.24,277.48,277.48
3,10.00,40.34183995,115.78150717,40.33591845,115.78455386,40.34183995,115.78150717,0.8833,708.05,0,2,split_disk,25,1,-1,887.88,301.21,301.21
4,13.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,834.83,332.65,332.65
5,16.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,782.15,369.84,369.84
6,19.00,40.34244541,115.79228032,40.34183995,115.78150717,40.34183995,115.78150717,0.5333,916.47,1,15,split_disk,10,1,-1,1270.58,363.45,363.45
7,22.00,40.34244541,115.79228032,40.34183995,115.78150717,40.34183995,115.78150717,0.5333,916.47,1,15,split_disk,10,1,-1,1250.53,413.05,413.05
8,26.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,596.94,464.03,464.03
9,29.00,40.34124973,115.79347717,40.34183995,115.78150717,40.34183995,115.78150717,0.5567,1017.65,1,7,split_disk,11,1,-1,1283.46,515.42,515.42
10,32.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,468.08,468.08,468.08
11,35.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,413.62,413.62,413.62
12,38.00,40.34244541,115.79228032,40.34183995,115.78150717,40.34183995,115.78150717,0.5333,916.47,1,15,split_disk,10,1,-1,1100.81,465.40,465.40
13,41.00,40.34244541,115.79228032,40.34183995,115.78150717,40.34183995,115.78150717,0.5333,916.47,1,15,split_disk,10,1,-1,1010.21,490.53,490.53
14,44.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,2,236.62,37.03,37.03
15,47.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,180.98,180.98,180.98
16,50.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,1,125.37,125.37,125.37
17,53.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,1,105.15,105.15,105.15
18,91.00,40.34124973,115.79347717,40.34183995,115.78150717,40.34183995,115.78150717,0.5567,1017.65,1,7,split_disk,11,1,-1,847.36,388.41,388.41
19,94.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,252.32,252.32,252.32
20,97.00,40.34124973,115.79347717,40.34183995,115.78150717,40.34183995,115.78150717,0.5567,1017.65,1,7,split_disk,11,1,-1,872.22,440.01,440.01
21,100.00,40.34124973,115.79347717,40.34183995,115.78150717,40.34183995,115.78150717,0.5567,1017.65,1,7,split_disk,11,1,-1,969.82,566.84,566.84
22,102.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,367.55,367.55,367.55
23,105.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,411.16,411.16,411.16
24,108.00,40.34124973,115.79347717,40.34183995,115.78150717,40.34183995,115.78150717,0.5567,1017.65,1,7,split_disk,11,1,-1,1029.26,546.53,546.53
25,111.00,40.34156094,115.78007095,40.34183995,115.78150717,40.34183995,115.78150717,0.6267,125.74,1,2,split_disk,14,1,-1,526.01,474.06,474.06
26,114.00,40.34168971,115.78864975,40.34183995,115.78150717,40.34183995,115.78150717,0.5567,606.20,1,5,split_disk,11,1,-1,839.96,418.41,418.41
27,117.00,40.34248382,115.77663750,40.34183995,115.78150717,40.34183995,115.78150717,0.5333,419.31,1,0,split_disk,10,1,-1,739.81,373.88,373.88
28,120.00,40.34231664,115.79067513,40.34183995,115.78150717,40.34183995,115.78150717,0.5800,779.61,1,15,split_disk,12,1,-1,1192.51,687.85,687.85
29,123.00,40.34131412,115.79425161,40.34183995,115.78150717,40.34183995,115.78150717,0.6267,1082.82,1,7,split_disk,14,1,-1,1316.74,277.79,277.79
30,126.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,798.33,225.92,225.92
31,129.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,853.65,176.38,176.38
32,132.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,921.37,199.97,199.97
33,135.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,976.06,180.14,180.14
34,138.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,1030.86,1016.08,1016.08
35,141.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,1085.75,871.78,871.78
36,179.00,40.34152874,115.78698230,40.34183995,115.78150717,40.34183995,115.78150717,0.5333,465.80,1,4,split_disk,10,1,-1,1229.34,156.23,156.23
37,182.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,3,1071.46,71.70,71.70
38,185.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,6,1015.80,16.89,16.89
39,188.00,40.34191506,115.77569410,40.34183995,115.78150717,40.34183995,115.78150717,0.4867,493.25,1,0,split_disk,8,1,4,1037.82,40.32,40.32
40,191.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,904.49,704.49,704.49
41,194.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,852.46,653.58,653.58
42,197.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,797.05,221.37,221.37
43,200.00,40.34183995,115.78150717,40.34183995,115.78150717,40.34183995,115.78150717,0.8833,0.00,0,2,split_disk,25,1,-1,741.69,274.10,274.10
44,203.00,40.35167534,115.78918481,40.34183995,115.78150717,40.34183995,115.78150717,0.6967,1273.98,1,53,split_disk,17,1,-1,734.92,327.80,327.80
45,206.00,40.34124973,115.79347717,40.34183995,115.78150717,40.34183995,115.78150717,0.5567,1017.65,1,7,split_disk,11,1,-1,1044.75,375.59,375.59
