Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm,Inliers,Measurement_Valid,Correct_Candidate_Rank,Top1_Min_Dist_M,Top5_Min_Dist_M,Top10_Min_Dist_M
1,5.00,29.79270987,116.03925748,29.79960000,116.04100000,29.79960000,116.04100000,0.5100,785.27,1,557,split_learned_disk,9,1,9,837.30,102.96,102.96
2,10.00,29.79270987,116.03925748,29.79960000,116.04100000,29.79960000,116.04100000,0.5100,785.27,1,557,split_learned_disk,9,1,10,754.77,147.28,147.28
3,15.00,29.81134600,116.06292079,29.79960000,116.04100000,29.79960000,116.04100000,0.5333,2489.23,1,734,split_learned_disk,10,1,-1,2631.98,210.73,210.73
4,20.00,29.79421676,116.04092466,29.79960000,116.04100000,29.79960000,116.04100000,0.6033,599.31,1,574,split_learned_disk,13,1,-1,352.27,170.74,170.74
5,25.00,29.78865521,116.04233395,29.79960000,116.04100000,29.79960000,116.04100000,0.5100,1225.17,1,529,split_learned_disk,9,1,4,865.39,117.55,117.55
6,30.00,29.72752713,116.05813833,29.79960000,116.04100000,29.79960000,116.04100000,0.5567,8192.28,1,27,split_learned_disk,11,1,6,7770.08,103.09,103.09
7,35.00,29.78865521,116.04233395,29.79960000,116.04100000,29.79960000,116.04100000,0.5100,1225.17,1,529,split_learned_disk,9,1,6,710.86,139.94,139.94
8,40.00,29.72752713,116.05813833,29.79960000,116.04100000,29.79960000,116.04100000,0.5567,8192.28,1,27,split_learned_disk,11,1,10,7618.09,101.86,101.86
9,45.00,29.72752713,116.05813833,29.79960000,116.04100000,29.79960000,116.04100000,0.5567,8192.28,1,27,split_learned_disk,11,1,-1,7542.15,271.89,271.89
10,50.00,29.72539786,116.05687207,29.79960000,116.04100000,29.72539786,116.05687207,0.5100,8401.36,1,11,split_learned_disk,9,1,-1,7608.30,356.07,356.07
11,55.00,29.79083202,116.04675790,29.72539786,116.05687207,29.72539786,116.05687207,0.5567,7349.40,1,561,split_learned_disk,11,1,-1,501.79,299.20,299.20
12,60.00,29.72539786,116.05687207,29.72539786,116.05687207,29.72539786,116.05687207,0.5100,0.00,0,11,split_learned_disk,9,1,-1,7455.58,313.99,313.99
13,64.00,29.78865521,116.04233395,29.72539786,116.05687207,29.72539786,116.05687207,0.5100,7180.56,1,529,split_learned_disk,9,1,-1,246.72,246.72,246.72
14,70.00,29.78865521,116.04233395,29.72539786,116.05687207,29.72539786,116.05687207,0.5100,7180.56,1,529,split_learned_disk,9,1,-1,178.58,176.98,176.98
15,74.00,29.78865521,116.04233395,29.72539786,116.05687207,29.72539786,116.05687207,0.5100,7180.56,1,529,split_learned_disk,9,1,1,122.70,120.36,120.36
16,80.00,29.78865521,116.04233395,29.72539786,116.05687207,29.72539786,116.05687207,0.5100,7180.56,1,529,split_learned_disk,9,1,1,101.81,98.98,98.98
17,85.00,29.78865521,116.04233395,29.72539786,116.05687207,29.72539786,116.05687207,0.5100,7180.56,1,529,split_learned_disk,9,1,1,133.49,133.49,133.49
18,89.00,29.73843563,116.03541988,29.72539786,116.05687207,29.72539786,116.05687207,0.5100,2530.46,1,106,split_learned_disk,9,1,-1,5447.02,3887.95,3887.95
19,94.00,29.75072688,116.05500538,29.72539786,116.05687207,29.72539786,116.05687207,0.4867,2825.39,1,236,split_learned_disk,8,1,-1,4035.90,719.91,719.91
20,99.00,29.74867883,116.04018997,29.72539786,116.05687207,29.72539786,116.05687207,0.5333,3052.04,1,198,split_learned_disk,10,1,-1,4069.50,166.22,166.22
21,104.00,29.72752713,116.05813833,29.72539786,116.05687207,29.72539786,116.05687207,0.5567,266.75,1,27,split_learned_disk,11,1,-1,6613.00,421.99,421.99
22,109.00,29.78865521,116.04233395,29.72539786,116.05687207,29.78865521,116.04233395,0.5100,7180.56,1,529,split_learned_disk,9,1,-1,497.98,497.41,497.41
23,114.00,29.72752713,116.05813833,29.78865521,116.04233395,29.78865521,116.04233395,0.5567,6974.03,1,27,split_learned_disk,11,1,-1,6462.53,573.99,573.99
24,119.00,29.72752713,116.05813833,29.78865521,116.04233395,29.78865521,116.04233395,0.5567,6974.03,1,27,split_learned_disk,11,1,-1,6387.39,650.90,650.90
25,124.00,29.79421676,116.04092466,29.78865521,116.04233395,29.78865521,116.04233395,0.6033,633.91,1,574,split_learned_disk,13,1,-1,1325.20,1325.20,1325.20
26,129.00,29.79113859,116.03275669,29.78865521,116.04233395,29.78865521,116.04233395,0.5800,965.83,1,540,split_learned_disk,12,1,-1,1228.36,213.72,213.72
27,134.00,29.80265262,116.06067791,29.78865521,116.04233395,29.78865521,116.04233395,0.6267,2360.04,1,658,split_learned_disk,14,1,-1,3131.61,851.57,851.57
28,139.00,29.80238435,116.05192891,29.78865521,116.04233395,29.78865521,116.04233395,0.5333,1787.56,1,654,split_learned_disk,10,1,-1,2792.60,2532.10,2532.10
29,145.00,29.72983270,116.05283135,29.78865521,116.04233395,29.78865521,116.04233395,0.5567,6626.22,1,54,split_learned_disk,11,1,-1,5467.94,1474.68,1474.68
30,150.00,29.73843563,116.03541988,29.78865521,116.04233395,29.78865521,116.04233395,0.5100,5630.22,1,106,split_learned_disk,9,1,-1,4505.61,685.06,685.06
31,155.00,29.72849750,116.04235868,29.78865521,116.04233395,29.78865521,116.04233395,0.5333,6696.76,1,34,split_learned_disk,10,1,-1,5400.96,670.20,670.20
32,160.00,29.77390666,116.06274772,29.78865521,116.04233395,29.77390666,116.06274772,0.5100,2566.40,1,419,split_learned_disk,9,1,-1,2125.96,158.72,158.72
33,165.00,29.80820344,116.06151150,29.77390666,116.06274772,29.77390666,116.06274772,0.5333,3819.79,1,704,split_learned_disk,10,1,-1,4130.37,2115.56,2115.56
34,170.00,29.77390666,116.06274772,29.77390666,116.06274772,29.77390666,116.06274772,0.5100,0.00,0,419,split_learned_disk,9,1,5,2107.14,108.32,108.32
35,176.00,29.77390666,116.06274772,29.77390666,116.06274772,29.77390666,116.06274772,0.5100,0.00,0,419,split_learned_disk,9,1,-1,2102.84,157.49,157.49
36,181.00,29.77179885,116.03410417,29.77390666,116.06274772,29.77390666,116.06274772,0.4867,2777.68,1,390,split_learned_disk,8,1,-1,726.44,222.31,222.31
37,186.00,29.77390666,116.06274772,29.77390666,116.06274772,29.77390666,116.06274772,0.5100,0.00,0,419,split_learned_disk,9,1,10,2102.89,128.35,128.35
38,191.00,29.77260826,116.05955999,29.77390666,116.06274772,29.77390666,116.06274772,0.6033,340.25,1,417,split_learned_disk,13,1,-1,1708.61,339.67,339.67
39,196.00,29.77260826,116.05955999,29.77390666,116.06274772,29.77390666,116.06274772,0.6033,340.25,1,417,split_learned_disk,13,1,-1,1717.51,553.55,553.55
40,200.00,29.77260826,116.05955999,29.77390666,116.06274772,29.77390666,116.06274772,0.6033,340.25,1,417,split_learned_disk,13,1,-1,1729.87,590.80,590.80
41,205.00,29.77260826,116.05955999,29.77390666,116.06274772,29.77390666,116.06274772,0.6033,340.25,1,417,split_learned_disk,13,1,-1,1745.63,635.46,635.46
42,210.00,29.77260826,116.05955999,29.77390666,116.06274772,29.77390666,116.06274772,0.6033,340.25,1,417,split_learned_disk,13,1,-1,1767.68,1386.92,1386.92
43,216.00,29.77260826,116.05955999,29.77390666,116.06274772,29.77390666,116.06274772,0.6033,340.25,1,417,split_learned_disk,13,1,-1,1790.38,1349.59,1349.59
44,221.00,29.77260826,116.05955999,29.77390666,116.06274772,29.77390666,116.06274772,0.6033,340.25,1,417,split_learned_disk,13,1,-1,1816.15,1448.19,1448.19
45,228.00,29.77260826,116.05955999,29.77390666,116.06274772,29.77390666,116.06274772,0.6033,340.25,1,417,split_learned_disk,13,1,-1,1844.85,1586.70,1586.70
