Frame,Time_Sec,Lat,Lng,Alt,Heading
1,0,32.3515,109.647,838.48,173.366
2,2,32.351,109.647,838.79,174.787
3,5,32.3505,109.647,840.01,173.314
4,7,32.35,109.647,840.74,176.517
5,10,32.3495,109.647,839.24,174.248
6,12,32.3489,109.648,839.39,175.165
7,65,32.3484,109.646,839.66,-16.8908
8,68,32.3489,109.646,839.27,-14.5703
9,71,32.3494,109.646,839.7,-21.2968
10,74,32.3499,109.646,840.09,-22.0417
11,77,32.3505,109.645,839.55,-20.1395
12,80,32.351,109.645,838.96,-19.7842
13,83,32.3515,109.645,838.79,-20.5119
14,86,32.352,109.645,839.1,-23.1647
15,89,32.3525,109.645,839.6,-23.6402
16,92,32.3531,109.644,839.48,-27.8228
17,96,32.3536,109.644,839.3,-25.3247
18,99,32.3541,109.644,839.65,-26.4019
19,102,32.3546,109.644,839.65,-27.6796
20,105,32.3551,109.644,839.3,-27.2499
21,108,32.3557,109.644,839.47,-27.9603
22,111,32.3562,109.643,839.18,-25.9493
23,114,32.3567,109.643,839.67,-25.6112
24,118,32.3572,109.643,840.4,-26.4305
25,121,32.3577,109.643,839.6,-23.6975
26,124,32.3583,109.643,839.09,-24.3679
27,127,32.3588,109.643,839.46,-19.9389
28,130,32.3593,109.642,840.06,-23.772
29,133,32.3598,109.642,839.3,-23.7319
30,137,32.3603,109.642,839.18,-22.3282
31,140,32.3609,109.642,839.28,-22.2766
32,143,32.3614,109.642,839.58,-25.5138
33,146,32.3619,109.641,839.69,-23.1188
34,149,32.3624,109.641,839.75,-25.2617
35,152,32.3629,109.641,839.43,-18.1685
36,155,32.3635,109.641,839.9,-24.2304
37,158,32.364,109.641,839.72,-21.5031
38,161,32.3645,109.641,839.05,-18.9936
39,164,32.365,109.64,838.96,-14.6047
40,168,32.3655,109.64,839.11,-20.9359
41,171,32.3661,109.64,838.84,-20.1796
42,174,32.3666,109.64,841.39,-18.9076
43,178,32.3671,109.64,839.4,-18.0883
44,182,32.3676,109.64,840.01,-20.8786
45,186,32.3681,109.639,838.2,-20.4603
46,189,32.3686,109.639,839.5,-24.408
47,192,32.3692,109.639,840.6,-23.9554
48,196,32.3697,109.639,840.08,-23.4684
49,199,32.3702,109.639,840.16,-20.8041
50,253,32.37,109.637,838.88,167.819
51,255,32.3695,109.637,839.43,170.266
52,257,32.3689,109.637,840.29,172.518
53,260,32.3684,109.637,839.99,170.638
54,262,32.3679,109.638,839.8,170.822
55,265,32.3674,109.638,839.96,175.761
56,267,32.3669,109.638,839.68,168.203
57,270,32.3663,109.638,839,166.731
58,272,32.3658,109.638,839.21,168.788
59,275,32.3653,109.639,839.18,167.006
60,277,32.3648,109.639,839.22,172.334
61,280,32.3643,109.639,838.88,174.701
62,283,32.3637,109.639,838.71,172.191
63,285,32.3632,109.639,838.7,174.597
64,288,32.3627,109.639,838.95,171.28
65,290,32.3622,109.64,840.44,172.907
66,293,32.3617,109.64,840.16,176.66
67,295,32.3611,109.64,839.51,177.141
68,298,32.3606,109.64,838.79,171.71
69,300,32.3601,109.64,840.11,177.978
70,303,32.3596,109.64,839.7,172.644
71,305,32.3591,109.641,839.52,176.448
72,308,32.3586,109.641,839.74,176.093
73,310,32.358,109.641,839.52,177.032
74,313,32.3575,109.641,839.26,178.001
75,315,32.357,109.641,839,179.319
76,318,32.3565,109.642,839.29,177.428
77,321,32.3559,109.642,839.39,-179.29
78,323,32.3554,109.642,839.66,176.099
79,326,32.3549,109.642,840.77,178.94
80,328,32.3544,109.642,839.34,176.207
81,331,32.3539,109.642,838.33,177.554
82,333,32.3533,109.643,838.81,178.958
83,336,32.3528,109.643,839.89,174.294
84,339,32.3523,109.643,840.02,-178.253
85,341,32.3518,109.643,840.24,177.766
86,344,32.3513,109.643,839.07,174.575
87,346,32.3507,109.643,838.81,175.904
88,349,32.3502,109.644,838.75,176.482
89,351,32.3497,109.644,839.11,175.165
90,354,32.3492,109.644,839.73,175.652
91,356,32.3487,109.644,839.77,176.729
92,359,32.3482,109.644,839.91,175.698
93,-1854,32.3392,109.661,499.39,-20.8557
94,-1853,32.3392,109.661,499.34,-20.6895
95,-1851,32.3392,109.661,499.31,-20.5176
96,-1242,32.3392,109.661,498.57,-7.62034
97,-1240,32.3392,109.661,498.65,-7.72347
98,-1237,32.3392,109.661,498.65,-7.85525
99,-1002,32.3507,109.656,840.15,-16.1975
100,-999,32.3513,109.656,838.68,-17.6528
101,-995,32.3518,109.655,839.89,-14.7995
102,-992,32.3523,109.655,839.34,-14.5646
103,-989,32.3528,109.655,839.43,-13.6937
104,-985,32.3533,109.655,838.69,-16.9252
105,-982,32.3539,109.655,839.59,-15.487
106,-979,32.3544,109.655,839.45,-15.5042
107,-975,32.3549,109.654,839.94,-20.1051
108,-972,32.3554,109.654,839.48,-18.3289
109,-969,32.3559,109.654,839.45,-12.0321
110,-965,32.3565,109.654,839.56,-15.5443
111,-962,32.357,109.654,839.35,-15.3381
112,-959,32.3575,109.654,839.33,-16.5012
113,-955,32.358,109.653,839.32,-15.6704
114,-952,32.3585,109.653,839.3,-14.7823
115,-948,32.3591,109.653,840.46,-20.128
116,-945,32.3596,109.653,840,-17.1658
117,-942,32.3601,109.653,839.46,-19.3431
118,-938,32.3606,109.652,837.96,-19.217
119,-935,32.3611,109.652,838.99,-11.3618
120,-931,32.3617,109.652,839.57,-14.6505
121,-928,32.3622,109.652,839.62,-13.2067
122,-924,32.3627,109.652,840.43,-10.4278
123,-920,32.3632,109.652,838.36,-12.0894
124,-916,32.3637,109.651,839.63,-17.4809
125,-913,32.3643,109.651,838.43,-14.7651
126,-909,32.3648,109.651,841.17,-10.7143
127,-905,32.3653,109.651,839.05,-11.1612
128,-902,32.3658,109.651,839.94,-14.0031
129,-898,32.3663,109.651,838.52,-14.0203
130,-894,32.3669,109.65,839.09,-19.0508
131,-890,32.3674,109.65,839.12,-14.9256
132,-886,32.3679,109.65,840.83,-15.4756
133,-882,32.3684,109.65,840.75,-15.4985
134,-879,32.3689,109.65,838.27,-17.5783
135,-875,32.3695,109.649,839.48,-23.0444
136,-871,32.37,109.649,840.17,-21.2109
137,-868,32.3705,109.649,839.3,-9.90071
138,-864,32.371,109.649,839.1,-13.9057
139,-861,32.3715,109.649,839.2,-10.1127
140,-857,32.3721,109.649,840.67,-8.39956
141,-854,32.3726,109.648,840.41,-5.87282
142,-800,32.3723,109.647,839.87,163.602
143,-798,32.3718,109.647,839.99,159.403
144,-796,32.3713,109.647,838.45,160.291
145,-793,32.3708,109.647,837.13,157.111
146,-791,32.3703,109.647,839.1,168.272
147,-788,32.3698,109.648,839.73,165.304
148,-786,32.3692,109.648,839.23,165.23
149,-783,32.3687,109.648,840.74,164.049
150,-781,32.3682,109.648,840.31,170.363
151,-779,32.3677,109.648,840.05,167.774
