Frame,Time_Sec,Lat,Lng,Label
1,0,29.761,115.975,01_0001.JPG
2,3,29.7602,115.975,01_0002.JPG
3,7,29.7595,115.975,01_0003.JPG
4,10,29.7588,115.975,01_0004.JPG
5,14,29.7581,115.975,01_0005.JPG
6,17,29.7574,115.975,01_0006.JPG
7,21,29.7567,115.975,01_0007.JPG
8,24,29.756,115.975,01_0008.JPG
9,28,29.7553,115.975,01_0009.JPG
10,31,29.7545,115.975,01_0010.JPG
11,34,29.7538,115.975,01_0011.JPG
12,38,29.7531,115.975,01_0012.JPG
13,41,29.7524,115.975,01_0013.JPG
14,44,29.7517,115.975,01_0014.JPG
15,48,29.751,115.975,01_0015.JPG
16,51,29.7503,115.975,01_0016.JPG
17,55,29.7496,115.975,01_0017.JPG
18,58,29.7488,115.975,01_0018.JPG
19,62,29.7481,115.975,01_0019.JPG
20,65,29.7474,115.975,01_0020.JPG
21,69,29.7467,115.975,01_0021.JPG
22,72,29.746,115.975,01_0022.JPG
23,75,29.7453,115.975,01_0023.JPG
24,78,29.7446,115.975,01_0024.JPG
25,82,29.7439,115.975,01_0025.JPG
26,85,29.7431,115.975,01_0026.JPG
27,89,29.7424,115.975,01_0027.JPG
28,92,29.7417,115.975,01_0028.JPG
29,96,29.741,115.975,01_0029.JPG
30,99,29.7403,115.975,01_0030.JPG
31,102,29.7396,115.975,01_0031.JPG
32,106,29.7389,115.975,01_0032.JPG
33,110,29.7382,115.975,01_0033.JPG
34,113,29.7374,115.975,01_0034.JPG
35,116,29.7367,115.975,01_0035.JPG
36,119,29.736,115.975,01_0036.JPG
37,123,29.7353,115.975,01_0037.JPG
38,126,29.7346,115.975,01_0038.JPG
39,129,29.7339,115.975,01_0039.JPG
40,133,29.7332,115.975,01_0040.JPG
41,136,29.7324,115.975,01_0041.JPG
42,139,29.7317,115.975,01_0042.JPG
43,143,29.731,115.975,01_0043.JPG
44,146,29.7303,115.975,01_0044.JPG
45,150,29.7296,115.975,01_0045.JPG
46,153,29.7289,115.975,01_0046.JPG
47,157,29.7282,115.975,01_0047.JPG
48,160,29.7275,115.975,01_0048.JPG
49,164,29.7267,115.975,01_0049.JPG
50,167,29.726,115.975,01_0050.JPG
51,170,29.7253,115.975,01_0051.JPG
52,174,29.7246,115.975,01_0052.JPG
53,177,29.7239,115.975,01_0053.JPG
54,180,29.7232,115.975,01_0054.JPG
55,184,29.7225,115.975,01_0055.JPG
56,187,29.7218,115.975,01_0056.JPG
57,190,29.721,115.975,01_0057.JPG
58,193,29.7203,115.975,01_0058.JPG
59,196,29.7196,115.975,01_0059.JPG
60,200,29.7189,115.975,01_0060.JPG
61,203,29.7182,115.975,01_0061.JPG
62,206,29.7175,115.975,01_0062.JPG
63,210,29.7168,115.975,01_0063.JPG
64,213,29.7161,115.975,01_0064.JPG
65,216,29.7153,115.975,01_0065.JPG
66,220,29.7146,115.975,01_0066.JPG
67,223,29.7139,115.975,01_0067.JPG
68,226,29.7132,115.975,01_0068.JPG
69,230,29.7125,115.975,01_0069.JPG
70,233,29.7118,115.975,01_0070.JPG
71,237,29.7111,115.975,01_0071.JPG
72,240,29.7104,115.975,01_0072.JPG
73,243,29.7096,115.975,01_0073.JPG
74,247,29.7089,115.975,01_0074.JPG
75,250,29.7082,115.975,01_0075.JPG
76,253,29.7075,115.975,01_0076.JPG
77,257,29.7068,115.975,01_0077.JPG
78,260,29.7061,115.975,01_0078.JPG
79,263,29.7054,115.975,01_0079.JPG
80,311,29.7057,115.977,01_0080.JPG
81,316,29.7064,115.977,01_0081.JPG
82,321,29.7071,115.977,01_0082.JPG
83,326,29.7078,115.977,01_0083.JPG
84,332,29.7086,115.977,01_0084.JPG
85,337,29.7093,115.977,01_0085.JPG
86,342,29.71,115.977,01_0086.JPG
87,346,29.7107,115.977,01_0087.JPG
88,351,29.7114,115.977,01_0088.JPG
89,356,29.7121,115.977,01_0089.JPG
90,361,29.7128,115.977,01_0090.JPG
91,366,29.7135,115.977,01_0091.JPG
92,371,29.7142,115.977,01_0092.JPG
93,376,29.715,115.977,01_0093.JPG
94,381,29.7157,115.977,01_0094.JPG
95,386,29.7164,115.977,01_0095.JPG
96,391,29.7171,115.977,01_0096.JPG
97,396,29.7178,115.977,01_0097.JPG
98,402,29.7185,115.977,01_0098.JPG
99,407,29.7192,115.977,01_0099.JPG
100,412,29.72,115.977,01_0100.JPG
101,417,29.7207,115.977,01_0101.JPG
102,423,29.7214,115.977,01_0102.JPG
103,427,29.7221,115.977,01_0103.JPG
104,432,29.7228,115.977,01_0104.JPG
105,437,29.7235,115.977,01_0105.JPG
106,442,29.7242,115.977,01_0106.JPG
107,447,29.7249,115.977,01_0107.JPG
108,452,29.7257,115.977,01_0108.JPG
109,457,29.7264,115.977,01_0109.JPG
110,463,29.7271,115.977,01_0110.JPG
111,468,29.7278,115.977,01_0111.JPG
112,473,29.7285,115.977,01_0112.JPG
113,478,29.7292,115.977,01_0113.JPG
114,484,29.7299,115.977,01_0114.JPG
115,489,29.7306,115.977,01_0115.JPG
116,494,29.7314,115.977,01_0116.JPG
117,499,29.7321,115.977,01_0117.JPG
118,504,29.7328,115.977,01_0118.JPG
119,509,29.7335,115.977,01_0119.JPG
120,513,29.7342,115.977,01_0120.JPG
121,518,29.7349,115.977,01_0121.JPG
122,523,29.7356,115.977,01_0122.JPG
123,529,29.7363,115.977,01_0123.JPG
124,534,29.7371,115.977,01_0124.JPG
125,539,29.7378,115.977,01_0125.JPG
126,544,29.7385,115.977,01_0126.JPG
127,549,29.7392,115.977,01_0127.JPG
128,554,29.7399,115.977,01_0128.JPG
129,560,29.7406,115.977,01_0129.JPG
130,565,29.7413,115.977,01_0130.JPG
131,570,29.742,115.977,01_0131.JPG
132,575,29.7428,115.977,01_0132.JPG
133,581,29.7435,115.977,01_0133.JPG
134,586,29.7442,115.977,01_0134.JPG
135,592,29.7449,115.977,01_0135.JPG
136,597,29.7456,115.977,01_0136.JPG
137,602,29.7463,115.977,01_0137.JPG
138,608,29.747,115.977,01_0138.JPG
139,613,29.7477,115.977,01_0139.JPG
140,618,29.7485,115.977,01_0140.JPG
141,623,29.7492,115.977,01_0141.JPG
142,628,29.7499,115.977,01_0142.JPG
143,633,29.7506,115.977,01_0143.JPG
144,638,29.7513,115.977,01_0144.JPG
145,642,29.752,115.977,01_0145.JPG
146,647,29.7527,115.977,01_0146.JPG
147,652,29.7535,115.977,01_0147.JPG
148,657,29.7542,115.977,01_0148.JPG
149,662,29.7549,115.977,01_0149.JPG
150,668,29.7556,115.977,01_0150.JPG
151,673,29.7563,115.977,01_0151.JPG
152,678,29.757,115.977,01_0152.JPG
153,683,29.7577,115.977,01_0153.JPG
154,689,29.7584,115.977,01_0154.JPG
155,695,29.7592,115.977,01_0155.JPG
156,700,29.7599,115.977,01_0156.JPG
157,706,29.7606,115.977,01_0157.JPG
158,711,29.7613,115.977,01_0158.JPG
159,716,29.762,115.977,01_0159.JPG
160,721,29.7627,115.977,01_0160.JPG
161,725,29.7632,115.977,01_0161.JPG
162,772,29.7622,115.979,01_0162.JPG
163,775,29.7615,115.979,01_0163.JPG
164,778,29.7608,115.979,01_0164.JPG
165,782,29.7601,115.979,01_0165.JPG
166,785,29.7593,115.979,01_0166.JPG
167,789,29.7586,115.979,01_0167.JPG
168,792,29.7579,115.979,01_0168.JPG
169,796,29.7572,115.979,01_0169.JPG
170,799,29.7565,115.979,01_0170.JPG
171,803,29.7558,115.979,01_0171.JPG
172,807,29.7551,115.979,01_0172.JPG
173,810,29.7544,115.979,01_0173.JPG
174,814,29.7536,115.979,01_0174.JPG
175,817,29.7529,115.979,01_0175.JPG
176,821,29.7522,115.979,01_0176.JPG
177,824,29.7515,115.979,01_0177.JPG
178,828,29.7508,115.979,01_0178.JPG
179,831,29.7501,115.979,01_0179.JPG
180,835,29.7494,115.979,01_0180.JPG
181,838,29.7486,115.979,01_0181.JPG
182,842,29.7479,115.979,01_0182.JPG
183,846,29.7472,115.979,01_0183.JPG
184,849,29.7465,115.979,01_0184.JPG
185,853,29.7458,115.979,01_0185.JPG
186,856,29.7451,115.979,01_0186.JPG
187,859,29.7444,115.979,01_0187.JPG
188,863,29.7437,115.979,01_0188.JPG
189,866,29.7429,115.979,01_0189.JPG
190,870,29.7422,115.979,01_0190.JPG
191,873,29.7415,115.979,01_0191.JPG
192,877,29.7408,115.979,01_0192.JPG
193,880,29.7401,115.979,01_0193.JPG
194,883,29.7394,115.979,01_0194.JPG
195,887,29.7387,115.979,01_0195.JPG
196,890,29.738,115.979,01_0196.JPG
197,894,29.7372,115.979,01_0197.JPG
198,897,29.7365,115.979,01_0198.JPG
199,901,29.7358,115.979,01_0199.JPG
200,904,29.7351,115.979,01_0200.JPG
201,908,29.7344,115.979,01_0201.JPG
202,911,29.7337,115.979,01_0202.JPG
203,915,29.733,115.979,01_0203.JPG
204,918,29.7323,115.979,01_0204.JPG
205,922,29.7315,115.979,01_0205.JPG
206,925,29.7308,115.979,01_0206.JPG
207,929,29.7301,115.979,01_0207.JPG
208,932,29.7294,115.979,01_0208.JPG
209,936,29.7287,115.979,01_0209.JPG
210,939,29.728,115.979,01_0210.JPG
211,943,29.7273,115.979,01_0211.JPG
212,947,29.7266,115.979,01_0212.JPG
213,950,29.7258,115.979,01_0213.JPG
214,954,29.7251,115.979,01_0214.JPG
215,957,29.7244,115.979,01_0215.JPG
216,961,29.7237,115.979,01_0216.JPG
217,964,29.723,115.979,01_0217.JPG
218,968,29.7223,115.979,01_0218.JPG
219,971,29.7216,115.979,01_0219.JPG
220,975,29.7209,115.979,01_0220.JPG
221,979,29.7201,115.979,01_0221.JPG
222,982,29.7194,115.979,01_0222.JPG
223,986,29.7187,115.979,01_0223.JPG
224,989,29.718,115.979,01_0224.JPG
225,992,29.7173,115.979,01_0225.JPG
226,996,29.7166,115.979,01_0226.JPG
227,1000,29.7159,115.979,01_0227.JPG
228,1003,29.7152,115.979,01_0228.JPG
229,1007,29.7144,115.979,01_0229.JPG
230,1010,29.7137,115.979,01_0230.JPG
231,1014,29.713,115.979,01_0231.JPG
232,1017,29.7123,115.979,01_0232.JPG
233,1021,29.7116,115.979,01_0233.JPG
234,1024,29.7109,115.979,01_0234.JPG
235,1028,29.7102,115.979,01_0235.JPG
236,1031,29.7095,115.979,01_0236.JPG
237,1035,29.7087,115.979,01_0237.JPG
238,1039,29.708,115.979,01_0238.JPG
239,1042,29.7073,115.979,01_0239.JPG
240,1046,29.7066,115.979,01_0240.JPG
241,1094,29.707,115.981,01_0241.JPG
242,1099,29.7077,115.981,01_0242.JPG
243,1104,29.7084,115.981,01_0243.JPG
244,1109,29.7091,115.981,01_0244.JPG
245,1114,29.7098,115.981,01_0245.JPG
246,1120,29.7105,115.981,01_0246.JPG
247,1125,29.7112,115.981,01_0247.JPG
248,1130,29.712,115.981,01_0248.JPG
249,1135,29.7127,115.981,01_0249.JPG
250,1140,29.7134,115.981,01_0250.JPG
251,1145,29.7141,115.981,01_0251.JPG
252,1150,29.7148,115.981,01_0252.JPG
253,1155,29.7155,115.981,01_0253.JPG
254,1160,29.7162,115.981,01_0254.JPG
255,1165,29.7169,115.981,01_0255.JPG
256,1170,29.7177,115.981,01_0256.JPG
257,1175,29.7184,115.981,01_0257.JPG
258,1180,29.7191,115.981,01_0258.JPG
259,1185,29.7198,115.981,01_0259.JPG
260,1190,29.7205,115.981,01_0260.JPG
261,1195,29.7212,115.981,01_0261.JPG
262,1200,29.7219,115.981,01_0262.JPG
263,1205,29.7226,115.981,01_0263.JPG
264,1210,29.7234,115.981,01_0264.JPG
265,1215,29.7241,115.981,01_0265.JPG
266,1221,29.7248,115.981,01_0266.JPG
267,1226,29.7255,115.981,01_0267.JPG
268,1231,29.7262,115.981,01_0268.JPG
269,1237,29.7269,115.981,01_0269.JPG
270,1242,29.7276,115.981,01_0270.JPG
271,1247,29.7283,115.981,01_0271.JPG
272,1252,29.7291,115.981,01_0272.JPG
273,1258,29.7298,115.981,01_0273.JPG
274,1263,29.7305,115.981,01_0274.JPG
275,1268,29.7312,115.981,01_0275.JPG
276,1273,29.7319,115.981,01_0276.JPG
277,1278,29.7326,115.981,01_0277.JPG
278,1283,29.7333,115.981,01_0278.JPG
279,1288,29.7341,115.981,01_0279.JPG
280,1293,29.7348,115.981,01_0280.JPG
281,1298,29.7355,115.981,01_0281.JPG
282,1303,29.7362,115.981,01_0282.JPG
283,1307,29.7369,115.981,01_0283.JPG
284,1312,29.7376,115.981,01_0284.JPG
285,1317,29.7383,115.981,01_0285.JPG
286,1322,29.739,115.981,01_0286.JPG
287,1327,29.7398,115.981,01_0287.JPG
288,1332,29.7405,115.981,01_0288.JPG
289,1337,29.7412,115.981,01_0289.JPG
290,1342,29.7419,115.981,01_0290.JPG
291,1347,29.7426,115.981,01_0291.JPG
292,1353,29.7433,115.981,01_0292.JPG
293,1358,29.744,115.981,01_0293.JPG
294,1364,29.7447,115.981,01_0294.JPG
295,1369,29.7455,115.981,01_0295.JPG
296,1373,29.7462,115.981,01_0296.JPG
297,1378,29.7469,115.981,01_0297.JPG
298,1383,29.7476,115.981,01_0298.JPG
299,1388,29.7483,115.981,01_0299.JPG
300,1392,29.749,115.981,01_0300.JPG
301,1398,29.7497,115.981,01_0301.JPG
302,1403,29.7504,115.981,01_0302.JPG
303,1408,29.7512,115.981,01_0303.JPG
304,1412,29.7519,115.981,01_0304.JPG
305,1417,29.7526,115.981,01_0305.JPG
306,1423,29.7533,115.981,01_0306.JPG
307,1428,29.754,115.981,01_0307.JPG
308,1433,29.7547,115.981,01_0308.JPG
309,1438,29.7554,115.981,01_0309.JPG
310,1443,29.7561,115.981,01_0310.JPG
311,1447,29.7569,115.981,01_0311.JPG
312,1452,29.7576,115.981,01_0312.JPG
313,1457,29.7583,115.981,01_0313.JPG
314,1462,29.759,115.981,01_0314.JPG
315,1467,29.7597,115.981,01_0315.JPG
316,1472,29.7604,115.981,01_0316.JPG
317,1477,29.7611,115.981,01_0317.JPG
318,1482,29.7618,115.981,01_0318.JPG
319,1486,29.7626,115.981,01_0319.JPG
320,1491,29.7633,115.981,01_0320.JPG
321,1496,29.764,115.981,01_0321.JPG
322,1501,29.7647,115.981,01_0322.JPG
323,1552,29.7644,115.983,01_0323.JPG
324,1555,29.7637,115.983,01_0324.JPG
325,1559,29.763,115.983,01_0325.JPG
326,1562,29.7622,115.983,01_0326.JPG
327,1566,29.7615,115.983,01_0327.JPG
328,1569,29.7608,115.983,01_0328.JPG
329,1573,29.7601,115.983,01_0329.JPG
330,1577,29.7594,115.983,01_0330.JPG
331,1580,29.7587,115.983,01_0331.JPG
332,1584,29.758,115.983,01_0332.JPG
333,1588,29.7573,115.983,01_0333.JPG
334,1591,29.7566,115.983,01_0334.JPG
335,1595,29.7558,115.983,01_0335.JPG
336,1598,29.7551,115.983,01_0336.JPG
337,1602,29.7544,115.983,01_0337.JPG
338,1605,29.7537,115.983,01_0338.JPG
339,1609,29.753,115.983,01_0339.JPG
340,1613,29.7523,115.983,01_0340.JPG
341,1617,29.7516,115.983,01_0341.JPG
342,1620,29.7508,115.983,01_0342.JPG
343,1624,29.7501,115.983,01_0343.JPG
344,1627,29.7494,115.983,01_0344.JPG
345,1630,29.7487,115.983,01_0345.JPG
346,1633,29.748,115.983,01_0346.JPG
347,1637,29.7473,115.983,01_0347.JPG
348,1640,29.7466,115.983,01_0348.JPG
349,1644,29.7459,115.983,01_0349.JPG
350,1647,29.7451,115.983,01_0350.JPG
351,1651,29.7444,115.983,01_0351.JPG
352,1654,29.7437,115.983,01_0352.JPG
353,1658,29.743,115.983,01_0353.JPG
354,1661,29.7423,115.983,01_0354.JPG
355,1664,29.7416,115.983,01_0355.JPG
356,1668,29.7409,115.983,01_0356.JPG
357,1671,29.7402,115.983,01_0357.JPG
358,1674,29.7394,115.983,01_0358.JPG
359,1678,29.7387,115.983,01_0359.JPG
360,1681,29.738,115.983,01_0360.JPG
361,1685,29.7373,115.983,01_0361.JPG
362,1689,29.7366,115.983,01_0362.JPG
363,1692,29.7359,115.983,01_0363.JPG
364,1696,29.7352,115.983,01_0364.JPG
365,1699,29.7345,115.983,01_0365.JPG
366,1703,29.7337,115.983,01_0366.JPG
367,1706,29.733,115.983,01_0367.JPG
368,1709,29.7323,115.983,01_0368.JPG
369,1713,29.7316,115.983,01_0369.JPG
370,1716,29.7309,115.983,01_0370.JPG
371,1720,29.7302,115.983,01_0371.JPG
372,1723,29.7295,115.983,01_0372.JPG
373,1726,29.7288,115.983,01_0373.JPG
374,1730,29.728,115.983,01_0374.JPG
375,1733,29.7273,115.983,01_0375.JPG
376,1737,29.7266,115.983,01_0376.JPG
377,1740,29.7259,115.983,01_0377.JPG
378,1743,29.7252,115.983,01_0378.JPG
379,1747,29.7245,115.983,01_0379.JPG
380,1750,29.7238,115.983,01_0380.JPG
381,1754,29.7231,115.983,01_0381.JPG
382,1757,29.7223,115.983,01_0382.JPG
383,1761,29.7216,115.983,01_0383.JPG
