Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm,Inliers,Measurement_Valid,Correct_Candidate_Rank,Top1_Min_Dist_M,Top5_Min_Dist_M,Top10_Min_Dist_M
1,7.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
2,14.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
3,21.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
4,28.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
5,36.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
6,43.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
7,50.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
8,57.00,32.30914189,119.88858694,32.30460000,119.89700000,32.30460000,119.89700000,0.4400,939.14,1,534,split_deit,6,1,-1,177.12,177.12,177.12
9,64.00,32.30944230,119.88960262,32.30460000,119.89700000,32.30460000,119.89700000,0.4633,880.23,1,534,split_deit,7,1,1,137.59,137.59,137.59
10,71.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
11,79.00,32.34694606,119.89976316,32.30460000,119.89700000,32.30460000,119.89700000,0.3933,4721.12,1,1484,split_deit,4,1,-1,4299.10,4299.10,4299.10
12,86.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
13,93.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
14,100.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
15,108.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
16,115.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
17,122.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
18,130.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
19,137.00,32.29268843,119.88495693,32.30460000,119.89700000,32.30460000,119.89700000,0.4400,1744.06,1,82,split_deit,6,1,-1,2506.80,2506.80,2506.80
20,144.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
21,152.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
22,159.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
23,166.00,32.34239304,119.87608451,32.30460000,119.89700000,32.30460000,119.89700000,0.4400,4644.47,1,1338,split_deit,6,1,-1,2876.93,2876.93,2876.93
24,174.00,32.30460000,119.89700000,32.30460000,119.89700000,32.30460000,119.89700000,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
25,181.00,32.31778750,119.87670662,32.30460000,119.89700000,32.31778750,119.87670662,0.9300,2408.21,0,708,split_deit,27,1,1,100.18,100.18,100.18
26,189.00,32.31778750,119.87670662,32.31839310,119.87577469,32.31839310,119.87577469,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
27,196.00,32.31839310,119.87577469,32.31892301,119.87495925,32.31892301,119.87495925,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
28,204.00,32.31892301,119.87495925,32.31952861,119.87402732,32.31952861,119.87402732,0.0000,0.00,0,-1,split_deit,0,0,-1,,,
