Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm,Inliers,Measurement_Valid,Correct_Candidate_Rank,Top1_Min_Dist_M,Top5_Min_Dist_M,Top10_Min_Dist_M
1,4.00,32.21884684,119.95176704,32.15560000,119.92900000,32.15560000,119.92900000,0.6267,7360.01,1,873,split_learned,14,1,-1,7337.08,968.31,968.31
2,8.00,32.21317801,119.93054162,32.15560000,119.92900000,32.21317801,119.93054162,0.8833,6411.23,0,793,split_learned,25,1,2,6278.18,84.31,84.31
3,13.00,32.15996602,119.93999127,32.27804594,119.93227842,32.27804594,119.93227842,0.6033,13164.72,1,108,split_learned,13,1,6,1138.23,81.17,81.17
4,17.00,32.15996602,119.93999127,32.32994029,119.93366786,32.32994029,119.93366786,0.6033,18930.91,1,108,split_learned,13,1,4,1127.31,137.61,137.61
5,22.00,32.17312177,119.92339842,32.39480822,119.93540466,32.39480822,119.93540466,0.5100,24704.04,1,261,split_learned,9,1,-1,1425.29,911.24,911.24
6,26.00,32.16328030,119.92037490,32.44670256,119.93679410,32.16328030,119.92037490,0.8133,31588.45,0,145,split_learned,22,1,-1,713.13,276.02,276.02
7,31.00,32.16257808,119.91945625,32.14941983,119.91755081,32.14941983,119.91755081,0.6033,1475.73,1,121,split_learned,13,1,-1,783.80,751.80,751.80
8,36.00,32.22696679,119.90788905,32.13555935,119.91472672,32.13555935,119.91472672,0.4867,10195.84,1,944,split_learned,8,1,-1,7243.39,181.12,181.12
9,41.00,32.15639424,119.92355626,32.12169888,119.91190263,32.12169888,119.91190263,0.4867,4015.25,1,55,split_learned,8,1,-1,908.00,237.83,237.83
10,46.00,32.15996602,119.93999127,32.10783840,119.90907854,32.10783840,119.90907854,0.6033,6492.45,1,108,split_learned,13,1,6,1360.27,20.18,20.18
