Frame,Time_Sec,Lat,Lng,Alt,Heading
1,0,29.7996,116.041,405.8,167.378
2,5,29.7989,116.041,405.86,169.361
3,10,29.7981,116.041,405.63,171.647
4,15,29.7974,116.041,406.01,169.074
5,20,29.7967,116.041,405.78,174.872
6,25,29.796,116.041,406.24,169.406
7,30,29.7953,116.041,405.86,171.939
8,35,29.7946,116.041,405.75,170.627
9,40,29.7939,116.041,405.72,172.076
10,45,29.7932,116.041,405.66,173.635
11,50,29.7924,116.041,406.53,175.789
12,55,29.7917,116.041,405.65,174.918
13,60,29.791,116.041,406.76,169.664
14,64,29.7903,116.041,405.66,172.288
15,70,29.7896,116.041,405.72,170.673
16,74,29.7889,116.041,405.93,173.325
17,80,29.7882,116.041,405.91,171.738
18,85,29.7875,116.041,406.08,171.263
19,89,29.7867,116.041,406.57,176.368
20,94,29.786,116.041,405.89,174.219
21,99,29.7853,116.041,405.22,172.638
22,104,29.7846,116.041,406.75,172.615
23,109,29.7839,116.041,406.04,177.061
24,114,29.7832,116.041,406.13,175.285
25,119,29.7825,116.041,405.6,174.552
26,124,29.7818,116.041,405.83,174.746
27,129,29.781,116.041,406.33,177.628
28,134,29.7803,116.041,406.18,173.887
29,139,29.7796,116.041,405.46,177.176
30,145,29.7789,116.041,405.62,171.154
31,150,29.7782,116.041,405.8,175.612
32,155,29.7775,116.041,406.02,175.864
33,160,29.7768,116.041,405.91,177.646
34,165,29.7761,116.041,406.02,174.592
35,170,29.7753,116.041,405.88,177.514
36,176,29.7746,116.041,406.05,172.214
37,181,29.7739,116.041,405.26,-179.215
38,186,29.7732,116.041,405.87,179.301
39,191,29.7725,116.041,406.37,171.332
40,196,29.7718,116.041,405.21,173.572
41,200,29.7711,116.041,407.34,170.317
42,205,29.7704,116.041,406.48,169.922
43,210,29.7696,116.041,406.12,172.443
44,216,29.7689,116.041,405.94,172.626
45,221,29.7682,116.041,405.45,175.629
46,228,29.7675,116.041,404.98,173.039
47,233,29.7668,116.041,406.26,175.554
48,238,29.7661,116.041,407.87,172.678
49,243,29.7654,116.041,405.54,169.796
50,248,29.7647,116.041,404.76,178.9
51,253,29.7639,116.041,405.56,172.678
52,258,29.7632,116.041,405.37,171.761
53,263,29.7625,116.041,405.37,173.251
54,269,29.7618,116.041,405.24,164.445
55,274,29.7611,116.041,406.46,176.133
56,280,29.7604,116.041,406.47,177.754
57,285,29.7597,116.041,407.19,171.326
58,290,29.7589,116.041,405.01,177.181
59,295,29.7582,116.041,406.87,168.856
60,300,29.7575,116.041,405.87,174.821
61,305,29.7568,116.041,405.77,170.925
62,310,29.7561,116.041,406.21,174.861
63,315,29.7554,116.041,406.33,176.07
64,320,29.7547,116.041,404.64,173.251
65,324,29.754,116.041,406.84,172.982
66,329,29.7533,116.041,404.6,173.91
67,334,29.7525,116.041,406.68,173.749
68,338,29.7518,116.041,405.8,176.047
69,343,29.7511,116.041,404.63,175.359
70,348,29.7504,116.041,405.16,175.818
71,354,29.7497,116.041,405.95,177.548
72,360,29.749,116.041,405.84,172.168
73,365,29.7483,116.041,406.3,176.259
74,370,29.7475,116.041,406.13,173.956
75,376,29.7468,116.041,405.96,175.606
76,382,29.7461,116.041,406.35,173.555
77,388,29.7454,116.041,405.98,174.723
78,393,29.7447,116.041,405.81,173.079
79,398,29.744,116.041,405.86,174.065
80,404,29.7433,116.041,406.16,171.343
81,410,29.7426,116.041,405.96,174.254
82,415,29.7418,116.041,405.76,173.532
83,420,29.7411,116.041,406.48,172.667
84,426,29.7404,116.041,406.02,174.884
85,431,29.7397,116.041,405.81,175.594
86,436,29.739,116.041,406.53,171.114
87,441,29.7383,116.041,405.49,174.494
88,446,29.7376,116.041,405.97,177.004
89,452,29.7369,116.041,405.82,170.655
90,457,29.7361,116.041,405.46,178.299
91,462,29.7354,116.041,405.65,175.932
92,468,29.7347,116.041,406.58,173.028
93,473,29.734,116.041,406.19,171.251
94,478,29.7333,116.041,405.1,174.689
95,484,29.7326,116.041,405.84,175.503
96,489,29.7319,116.041,405.63,171.945
97,494,29.7312,116.041,406.3,175.778
98,500,29.7304,116.041,406.69,176.551
99,505,29.7297,116.041,405.1,178.488
100,511,29.729,116.041,405.29,175.789
101,515,29.7285,116.041,405.15,172.81
102,559,29.7292,116.043,404.89,15.6589
103,562,29.7299,116.043,406.23,8.98398
104,565,29.7306,116.043,406.25,2.3835
105,568,29.7313,116.043,406.35,5.3457
106,571,29.732,116.043,405.64,11.7399
107,574,29.7327,116.043,404.08,12.0092
108,577,29.7334,116.043,405.69,6.98436
109,580,29.7342,116.043,406.53,8.1933
110,583,29.7349,116.043,405.75,7.94119
111,586,29.7356,116.043,405.58,6.18222
112,589,29.7363,116.043,405.36,8.72615
113,592,29.737,116.043,406.41,7.83233
114,595,29.7377,116.043,406,5.50612
115,598,29.7384,116.043,405.65,6.96717
116,601,29.7391,116.043,405.25,5.81552
117,605,29.7399,116.043,406.31,8.45113
118,608,29.7406,116.043,406.05,8.55426
119,611,29.7413,116.043,405.37,8.28497
120,614,29.742,116.043,405.42,4.53783
121,617,29.7427,116.043,405.29,6.34264
122,620,29.7434,116.043,405.69,7.4771
123,623,29.7441,116.043,406.18,7.40261
124,626,29.7448,116.043,406.42,7.66617
125,629,29.7456,116.043,405.65,11.4821
126,632,29.7463,116.043,405.48,3.02522
127,635,29.747,116.043,404.61,0.847978
128,638,29.7477,116.043,405.5,10.7487
129,642,29.7484,116.043,405.33,16.4382
130,645,29.7491,116.043,407.49,10.17
131,648,29.7498,116.043,406.49,6.68642
132,651,29.7505,116.043,405.59,-0.80787
133,654,29.7513,116.043,404.34,12.7025
134,658,29.752,116.043,405.88,9.46526
135,661,29.7527,116.043,407.41,2.85906
136,664,29.7534,116.043,407.21,6.26243
137,667,29.7541,116.043,405.21,10.1643
138,670,29.7548,116.043,405.02,2.37204
139,673,29.7555,116.043,405.96,1.60428
140,676,29.7562,116.043,405.3,6.34837
141,679,29.757,116.043,405.03,-0.458366
142,683,29.7577,116.043,405.95,3.69558
143,686,29.7584,116.043,406.27,4.61231
144,689,29.7591,116.043,406.55,8.88085
145,692,29.7598,116.043,406.02,11.1784
146,695,29.7605,116.043,405.81,9.97519
147,698,29.7612,116.043,406.77,13.0405
148,701,29.7619,116.043,405.72,8.75479
149,704,29.7627,116.043,406.38,5.1337
150,707,29.7634,116.043,405.41,9.92936
151,710,29.7641,116.043,402.77,5.7926
152,713,29.7648,116.043,405.13,-0.13178
153,716,29.7655,116.043,407.81,2.73301
154,719,29.7662,116.043,408.22,3.27159
155,722,29.7669,116.043,407.87,8.58291
156,726,29.7676,116.043,408.2,10.3591
157,729,29.7684,116.043,406.31,-2.11421
158,732,29.7691,116.043,404.52,-6.2567
159,735,29.7698,116.043,402.76,12.1983
160,739,29.7705,116.043,404.12,6.22232
161,742,29.7712,116.043,406.45,10.0726
162,745,29.7719,116.043,405.07,5.8499
163,748,29.7726,116.043,406.47,8.53134
164,751,29.7734,116.043,406.63,9.33348
165,754,29.7741,116.043,406.97,4.74982
166,757,29.7748,116.043,406.96,11.4305
167,760,29.7755,116.043,405.63,10.1986
168,763,29.7762,116.043,403.54,6.21086
169,766,29.7769,116.043,404.7,3.98206
170,769,29.7776,116.043,405.79,-2.30902
171,772,29.7783,116.043,406.11,7.3224
172,775,29.7791,116.043,405.63,10.1242
173,778,29.7798,116.043,405.47,8.67458
174,781,29.7805,116.043,405.19,4.46334
175,784,29.7812,116.043,406.78,7.34532
176,787,29.7819,116.043,406.12,8.06152
177,790,29.7826,116.043,406.41,6.46296
178,793,29.7833,116.043,405.73,7.4198
179,796,29.784,116.043,405.49,7.99849
180,799,29.7848,116.043,405.72,4.11384
181,802,29.7855,116.043,405.78,3.24867
182,805,29.7862,116.043,405.26,4.54929
183,808,29.7869,116.043,406.25,3.38618
184,811,29.7876,116.043,406.13,5.26548
185,814,29.7883,116.043,406.17,7.66617
186,817,29.789,116.043,405.35,4.75555
187,821,29.7897,116.043,404.92,4.45761
188,824,29.7905,116.043,404.14,3.46639
189,827,29.7912,116.043,405.74,5.5004
190,830,29.7919,116.043,406.95,9.24181
191,833,29.7926,116.043,406.48,5.47175
192,836,29.7933,116.043,406.38,8.86939
193,839,29.794,116.043,406.27,8.62874
194,842,29.7947,116.043,405.73,5.65509
195,845,29.7954,116.043,405.44,4.62377
196,848,29.7962,116.043,405.33,4.52637
197,851,29.7969,116.043,405.15,3.99925
198,855,29.7976,116.043,405.42,4.85868
199,858,29.7983,116.043,406.55,9.14441
200,861,29.799,116.043,406.76,8.75479
201,864,29.7997,116.043,404.84,8.58291
202,867,29.8004,116.043,405.87,1.55845
203,870,29.8011,116.043,405.87,4.48053
204,874,29.8019,116.043,405.55,8.69177
205,877,29.8026,116.043,405.3,10.9148
206,880,29.8033,116.043,405.95,5.1337
207,927,29.8032,116.045,405.51,175.497
208,932,29.8024,116.045,405.66,173.864
209,938,29.8017,116.045,406.05,176.041
210,943,29.801,116.045,405.34,175.795
211,949,29.8003,116.045,405.49,168.908
212,954,29.7996,116.045,406.37,177.153
213,959,29.7989,116.045,406.09,176.838
214,963,29.7982,116.045,405.66,172.867
215,968,29.7975,116.045,406.09,172.157
216,973,29.7967,116.045,405.82,171.939
217,977,29.796,116.045,404.74,171.131
218,982,29.7953,116.045,405.8,167.974
219,987,29.7946,116.045,406.47,168.788
220,992,29.7939,116.045,404.95,171.418
221,997,29.7932,116.045,406.7,170.793
222,1002,29.7925,116.045,405.29,173.073
223,1008,29.7917,116.045,405.64,-179.766
224,1013,29.791,116.045,405.31,164.628
225,1018,29.7903,116.045,405.73,175.371
226,1023,29.7896,116.045,406.08,170.077
227,1028,29.7889,116.045,406.2,172.128
228,1034,29.7882,116.045,404.53,171.263
229,1039,29.7875,116.045,406.52,167.252
230,1044,29.7868,116.045,406.42,179.244
231,1049,29.786,116.045,405.9,167.16
232,1054,29.7853,116.045,405.6,174.265
233,1060,29.7846,116.045,406.21,168.742
234,1065,29.7839,116.045,405.62,172.409
235,1071,29.7832,116.045,405.57,171.882
236,1076,29.7825,116.045,406.27,170.432
237,1081,29.7818,116.045,405.74,172.214
238,1087,29.7811,116.045,405.77,169.051
239,1092,29.7803,116.045,406.27,171.269
240,1098,29.7796,116.045,405.32,171.962
241,1103,29.7789,116.045,406.42,169.962
242,1108,29.7782,116.045,405.07,175.549
243,1114,29.7775,116.045,405.4,173.096
244,1119,29.7768,116.045,406.06,176.248
245,1124,29.7761,116.045,405.36,173.125
246,1129,29.7754,116.045,405.76,174.638
247,1135,29.7746,116.045,405.39,171.99
248,1141,29.7739,116.045,405.94,171.125
249,1146,29.7732,116.045,406.64,173.795
250,1151,29.7725,116.045,405.66,172.065
251,1156,29.7718,116.045,405.68,175.463
252,1162,29.7711,116.045,405.6,176.757
253,1167,29.7704,116.045,405.77,174.385
254,1172,29.7697,116.045,405.35,176.013
255,1177,29.7689,116.045,405.41,172.976
256,1182,29.7682,116.045,405.47,175.285
257,1188,29.7675,116.045,405.44,173.555
258,1193,29.7668,116.045,405.74,177.691
259,1199,29.7661,116.045,406.16,166.135
260,1204,29.7654,116.045,404.16,176.717
261,1209,29.7647,116.045,406.02,172.237
262,1213,29.764,116.045,406.67,173.217
263,1219,29.7632,116.045,404.3,176.872
264,1224,29.7625,116.045,404.39,164.336
265,1229,29.7618,116.045,407.64,170.18
266,1234,29.7611,116.045,405.43,176.855
267,1239,29.7604,116.045,405.46,177.216
