flight,drone_image,pos_lat,pos_lng,hard_negs,easy_negs
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0001.JPG,29.7615715,115.9747732,"29.7723513,115.9933954;29.7723513,115.9913262;29.7418087,115.9954645;29.7507918,115.9954645","29.7076729,115.9727041;29.7507918,115.9727041"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0002.JPG,29.7597749,115.9747732,"29.7418087,115.9954645;29.7723513,115.9933954;29.7436053,115.9954645;29.7418087,115.9933954","29.7292323,115.9789115;29.7292323,115.9747732"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0003.JPG,29.7597749,115.9747732,"29.7418087,115.9954645;29.7436053,115.9954645;29.7418087,115.9933954;29.7400121,115.9954645","29.7454019,115.9809806;29.7076729,115.9706350"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0004.JPG,29.7579783,115.9747732,"29.7418087,115.9954645;29.7436053,115.9954645;29.7418087,115.9933954;29.7400121,115.9933954","29.7076729,115.9768424;29.7346222,115.9809806"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0005.JPG,29.7579783,115.9747732,"29.7418087,115.9954645;29.7436053,115.9954645;29.7400121,115.9933954;29.7418087,115.9933954","29.7471986,115.9892571;29.7489952,115.9892571"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0006.JPG,29.7579783,115.9747732,"29.7723513,115.9871880;29.7687580,115.9747732;29.7436053,115.9954645;29.7418087,115.9954645","29.7346222,115.9706350;29.7525884,115.9892571"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0007.JPG,29.7561817,115.9747732,"29.7723513,115.9871880;29.7687580,115.9747732;29.7436053,115.9954645;29.7418087,115.9954645","29.7615715,115.9871880;29.7292323,115.9913262"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0008.JPG,29.7561817,115.9747732,"29.7436053,115.9954645;29.7418087,115.9954645;29.7418087,115.9933954;29.7436053,115.9933954","29.7238425,115.9954645;29.7130627,115.9809806"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0009.JPG,29.7561817,115.9747732,"29.7418087,115.9954645;29.7400121,115.9933954;29.7723513,115.9871880;29.7436053,115.9954645","29.7418087,115.9830497;29.7543850,115.9913262"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0010.JPG,29.7543850,115.9747732,"29.7418087,115.9954645;29.7400121,115.9933954;29.7400121,115.9954645;29.7436053,115.9954645","29.7364188,115.9727041;29.7615715,115.9871880"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0011.JPG,29.7543850,115.9747732,"29.7418087,115.9954645;29.7400121,115.9933954;29.7400121,115.9954645;29.7418087,115.9933954","29.7148594,115.9954645;29.7292323,115.9892571"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0012.JPG,29.7525884,115.9747732,"29.7418087,115.9954645;29.7400121,115.9933954;29.7400121,115.9954645;29.7418087,115.9933954","29.7669614,115.9706350;29.7364188,115.9809806"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0013.JPG,29.7525884,115.9747732,"29.7418087,115.9954645;29.7400121,115.9933954;29.7400121,115.9954645;29.7418087,115.9933954","29.7615715,115.9954645;29.7633682,115.9954645"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0014.JPG,29.7525884,115.9747732,"29.7418087,115.9954645;29.7400121,115.9933954;29.7400121,115.9954645;29.7418087,115.9933954","29.7418087,115.9706350;29.7112661,115.9913262"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0015.JPG,29.7507918,115.9747732,"29.7723513,115.9933954;29.7723513,115.9913262;29.7705546,115.9933954;29.7687580,115.9933954","29.7238425,115.9809806;29.7471986,115.9954645"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0016.JPG,29.7507918,115.9747732,"29.7723513,115.9933954;29.7723513,115.9913262;29.7705546,115.9933954;29.7346222,115.9933954","29.7705546,115.9933954;29.7292323,115.9871880"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0017.JPG,29.7489952,115.9747732,"29.7418087,115.9954645;29.7400121,115.9933954;29.7400121,115.9954645;29.7418087,115.9933954","29.7471986,115.9871880;29.7597749,115.9747732"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0018.JPG,29.7489952,115.9747732,"29.7418087,115.9954645;29.7400121,115.9933954;29.7723513,115.9871880;29.7400121,115.9954645","29.7238425,115.9892571;29.7130627,115.9913262"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0019.JPG,29.7489952,115.9747732,"29.7418087,115.9954645;29.7418087,115.9933954;29.7436053,115.9954645;29.7400121,115.9954645","29.7328256,115.9789115;29.7040796,115.9830497"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0020.JPG,29.7471986,115.9747732,"29.7687580,115.9747732;29.7705546,115.9747732;29.7669614,115.9747732;29.7723513,115.9809806","29.7112661,115.9809806;29.7561817,115.9954645"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0021.JPG,29.7471986,115.9747732,"29.7687580,115.9747732;29.7202492,115.9789115;29.7202492,115.9809806;29.7220458,115.9789115","29.7579783,115.9706350;29.7687580,115.9747732"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0022.JPG,29.7454019,115.9747732,"29.7220458,115.9809806;29.7184526,115.9789115;29.7202492,115.9789115;29.7202492,115.9809806","29.7274357,115.9809806;29.7705546,115.9913262"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0023.JPG,29.7454019,115.9747732,"29.7130627,115.9933954;29.7112661,115.9933954;29.7166560,115.9933954;29.7148594,115.9954645","29.7238425,115.9954645;29.7669614,115.9871880"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0024.JPG,29.7454019,115.9747732,"29.7130627,115.9933954;29.7148594,115.9933954;29.7148594,115.9954645;29.7166560,115.9933954","29.7597749,115.9933954;29.7310290,115.9809806"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0025.JPG,29.7436053,115.9747732,"29.7130627,115.9933954;29.7148594,115.9933954;29.7166560,115.9933954;29.7148594,115.9954645","29.7310290,115.9747732;29.7094695,115.9851189"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0026.JPG,29.7436053,115.9747732,"29.7669614,115.9871880;29.7705546,115.9871880;29.7723513,115.9809806;29.7471986,115.9851189","29.7220458,115.9851189;29.7310290,115.9871880"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0027.JPG,29.7418087,115.9747732,"29.7669614,115.9871880;29.7471986,115.9851189;29.7471986,115.9830497;29.7489952,115.9851189","29.7400121,115.9871880;29.7525884,115.9809806"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0028.JPG,29.7418087,115.9747732,"29.7489952,115.9933954;29.7489952,115.9954645;29.7507918,115.9954645;29.7723513,115.9768424","29.7292323,115.9768424;29.7112661,115.9871880"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0029.JPG,29.7418087,115.9747732,"29.7454019,115.9954645;29.7471986,115.9954645;29.7454019,115.9933954;29.7436053,115.9933954","29.7543850,115.9830497;29.7489952,115.9954645"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0030.JPG,29.7400121,115.9747732,"29.7454019,115.9954645;29.7436053,115.9954645;29.7436053,115.9933954;29.7454019,115.9933954","29.7202492,115.9954645;29.7579783,115.9933954"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0031.JPG,29.7400121,115.9747732,"29.7454019,115.9954645;29.7436053,115.9954645;29.7436053,115.9933954;29.7454019,115.9933954","29.7292323,115.9768424;29.7615715,115.9727041"
01,Datasets/UAV_VisLoc_dataset/01/drone/01_0032.JPG,29.7382154,115.9747732,"29.7454019,115.9954645;29.7436053,115.9933954;29.7454019,115.9933954;29.7436053,115.9954645","29.7669614,115.9809806;29.7256391,115.9830497"
