Frame,Time_Sec,Lat,Lng,Alt,Heading
1,0,40.3506,115.777,772.42,-168.49
2,3,40.3501,115.777,772.29,-173.509
3,7,40.3496,115.778,773.63,-177.703
4,10,40.3491,115.778,773.87,177.651
5,13,40.3486,115.778,773.74,-179.788
6,16,40.3481,115.778,773.41,178.35
7,19,40.3476,115.779,773.21,178.866
8,22,40.3471,115.779,772.69,177.25
9,26,40.3466,115.779,773.26,175.686
10,29,40.3461,115.779,773.55,172.529
11,32,40.3456,115.78,773.6,170.925
12,35,40.3451,115.78,773.05,171.618
13,38,40.3446,115.78,773.39,169.263
14,41,40.3441,115.781,773.06,171.154
15,44,40.3436,115.781,773.05,166.461
16,47,40.3431,115.781,773.22,166.582
17,50,40.3426,115.781,773.28,166.267
18,53,40.3421,115.782,773.71,166.095
19,91,40.3427,115.783,773.21,-42.8916
20,94,40.3432,115.783,773.11,-42.7369
21,97,40.3437,115.783,773.53,-37.523
22,100,40.3442,115.782,773.1,-36.2281
23,102,40.3447,115.782,773.32,-36.7323
24,105,40.3451,115.782,772.88,-40.7373
25,108,40.3456,115.782,773.05,-37.2652
26,111,40.3462,115.781,773.19,-32.2862
27,114,40.3467,115.781,773.39,-33.4722
28,117,40.3471,115.781,773.63,-35.0707
29,120,40.3476,115.78,773.37,-34.303
30,123,40.3481,115.78,772.72,-34.0795
31,126,40.3486,115.78,772.96,-30.2407
32,129,40.3491,115.78,773.25,-30.9283
33,132,40.3496,115.779,773.61,-31.5299
34,135,40.3501,115.779,772.32,-29.2896
35,138,40.3506,115.779,772.62,-27.1181
36,141,40.3511,115.779,773.4,-26.7743
37,179,40.3516,115.78,773.39,178.791
38,182,40.3511,115.781,773.2,-177.405
39,185,40.3506,115.781,772.84,178.981
40,188,40.3501,115.781,772.55,173.984
41,191,40.3496,115.781,772.58,173.125
42,194,40.3491,115.782,773.37,171.452
43,197,40.3486,115.782,772.76,172.237
44,200,40.3481,115.782,772.93,169.739
45,203,40.3476,115.782,773.25,169
46,206,40.3471,115.783,773.51,166.92
47,209,40.3466,115.783,773,166.84
48,213,40.3461,115.783,773.04,164.651
49,216,40.3456,115.784,773.12,167.315
50,219,40.3451,115.784,773.57,164.118
51,222,40.3447,115.784,773.1,164.737
52,225,40.3441,115.784,772.96,163.167
53,228,40.3437,115.785,773.32,162.004
54,231,40.3432,115.785,773.2,163.631
55,269,40.3437,115.787,773.06,-42.8401
56,272,40.3442,115.786,772.67,-40.892
57,275,40.3447,115.786,772.95,-39.8091
58,278,40.3452,115.786,773.23,-37.6433
59,281,40.3457,115.785,773.07,-36.7037
60,283,40.3462,115.785,773.08,-35.7067
61,286,40.3467,115.785,772.99,-36.7037
62,289,40.3472,115.785,772.55,-35.5348
63,292,40.3477,115.784,772.89,-30.6876
64,295,40.3482,115.784,773.08,-30.9283
65,298,40.3487,115.784,773.28,-31.57
66,301,40.3492,115.783,773.6,-31.0772
67,303,40.3497,115.783,773.24,-30.1261
68,306,40.3502,115.783,773.6,-28.7739
69,309,40.3507,115.783,772.59,-28.1609
70,312,40.3512,115.782,772.44,-31.3007
71,315,40.3517,115.782,772.47,-34.9676
72,318,40.3522,115.782,772.85,-33.0367
73,357,40.3527,115.784,773.48,-176.958
74,360,40.3522,115.784,773.95,-178.402
75,363,40.3517,115.784,772.7,176.855
76,367,40.3512,115.784,772.53,174.941
77,370,40.3507,115.785,771.88,176.104
78,373,40.3502,115.785,773.41,169.722
79,376,40.3497,115.785,773.6,167.057
80,379,40.3492,115.785,773.63,167.309
81,382,40.3487,115.786,773.3,164.788
82,385,40.3482,115.786,772.63,163.757
83,388,40.3477,115.786,773.66,162.731
84,391,40.3472,115.786,772.99,165.401
85,394,40.3467,115.787,772.79,165.149
86,397,40.3462,115.787,773.2,162.731
87,400,40.3457,115.787,772.59,164.909
88,403,40.3452,115.788,773.07,163.35
89,406,40.3447,115.788,773.18,164.267
90,409,40.3442,115.788,772.86,159.099
91,447,40.3447,115.79,773.16,-39.5455
92,450,40.3452,115.79,772.58,-41.9921
93,453,40.3457,115.789,772.86,-39.0184
94,456,40.3462,115.789,773.12,-37.6548
95,458,40.3467,115.789,772.38,-34.0108
96,461,40.3472,115.788,772.73,-32.481
97,464,40.3477,115.788,772.84,-42.3588
98,467,40.3482,115.788,773.03,-38.583
99,470,40.3487,115.788,773.26,-35.764
100,473,40.3492,115.787,773.37,-33.8102
101,476,40.3497,115.787,772.61,-33.3748
102,479,40.3502,115.787,772.13,-32.3893
103,482,40.3507,115.786,773.98,-32.9852
104,484,40.3512,115.786,773.95,-32.1028
105,487,40.3517,115.786,773.1,-34.091
106,490,40.3522,115.786,771.92,-32.7675
107,493,40.3527,115.785,772.85,-30.5616
108,496,40.3532,115.785,773.91,-27.1124
109,534,40.3537,115.787,772.83,179.594
110,537,40.3532,115.787,773.42,177.525
111,540,40.3527,115.787,772.68,175.514
112,543,40.3522,115.788,772.43,175.222
113,546,40.3517,115.788,772.38,174.024
114,550,40.3512,115.788,773.5,173.675
115,553,40.3507,115.788,773.21,175.738
116,556,40.3502,115.789,772.27,172.581
117,559,40.3497,115.789,772.57,171.039
118,562,40.3492,115.789,773.11,169.028
119,565,40.3487,115.79,772.79,166.341
120,568,40.3482,115.79,772.65,168.215
121,571,40.3477,115.79,773.01,169.137
122,575,40.3472,115.79,773.32,168.982
123,578,40.3467,115.791,773.52,166.295
124,581,40.3462,115.791,772.79,166.267
125,584,40.3457,115.791,773.71,162.141
126,587,40.3452,115.791,773.21,161.614
127,625,40.3458,115.793,772.93,-41.952
128,628,40.3463,115.793,773.16,-40.3133
129,631,40.3468,115.792,772.73,-38.858
130,634,40.3473,115.792,772.91,-36.0562
131,637,40.3478,115.792,772.92,-36.2453
132,640,40.3482,115.792,772.13,-33.2487
133,643,40.3487,115.791,772.86,-31.7419
134,646,40.3492,115.791,773,-32.7675
135,649,40.3497,115.791,773.18,-37.5688
136,652,40.3502,115.791,772.33,-33.5008
137,655,40.3507,115.79,772.85,-37.3568
138,658,40.3512,115.79,773.32,-33.9879
139,661,40.3517,115.79,773.64,-28.0062
140,664,40.3522,115.79,773.35,-29.2667
141,667,40.3527,115.789,772.74,-33.3175
