Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm,Inliers,Measurement_Valid,Correct_Candidate_Rank,Top1_Min_Dist_M,Top5_Min_Dist_M,Top10_Min_Dist_M
1,3.00,29.76009244,115.97205072,29.76100000,115.97500000,29.76100000,115.97500000,0.5100,302.45,1,404,split_finetuned_dino,9,1,4,226.86,52.53,52.53
2,7.00,29.76009244,115.97205072,29.76100000,115.97500000,29.76100000,115.97500000,0.5100,302.45,1,404,split_finetuned_dino,9,1,4,223.80,37.15,37.15
3,10.00,29.76009244,115.97205072,29.76100000,115.97500000,29.76100000,115.97500000,0.5100,302.45,1,404,split_finetuned_dino,9,1,-1,246.68,246.68,246.68
4,14.00,29.76100000,115.97500000,29.76100000,115.97500000,29.76100000,115.97500000,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
5,17.00,29.77042147,115.98933287,29.76100000,115.97500000,29.76100000,115.97500000,0.4867,1737.62,1,490,split_finetuned_dino,8,1,-1,2010.60,2010.60,2010.60
6,21.00,29.76148128,115.97514562,29.76100000,115.97500000,29.76148128,115.97514562,0.5100,55.39,0,418,split_finetuned_dino,9,1,-1,542.25,342.50,342.50
7,24.00,29.77042147,115.98933287,29.76156037,115.97516955,29.76156037,115.97516955,0.4867,1687.37,1,490,split_finetuned_dino,8,1,-1,2126.75,2126.75,2126.75
8,28.00,29.70808697,115.99531779,29.76166583,115.97520146,29.76166583,115.97520146,0.4867,6273.35,1,38,split_finetuned_dino,8,1,-1,5659.35,1309.84,1309.84
9,31.00,29.76307401,115.97069840,29.76174492,115.97522539,29.76174492,115.97522539,0.4867,461.91,1,429,split_finetuned_dino,8,1,-1,1073.07,1073.07,1073.07
10,34.00,29.76174492,115.97522539,29.76182401,115.97524932,29.76182401,115.97524932,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
11,38.00,29.76319205,115.98519463,29.76192947,115.97528123,29.76192947,115.97528123,0.4867,968.48,1,436,split_finetuned_dino,8,1,-1,1504.13,1504.13,1504.13
12,41.00,29.76319205,115.98519463,29.76200856,115.97530516,29.76200856,115.97530516,0.4867,964.95,1,436,split_finetuned_dino,8,1,-1,1564.14,1564.14,1564.14
13,44.00,29.76200856,115.97530516,29.76208766,115.97532909,29.76208766,115.97532909,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
14,48.00,29.76208766,115.97532909,29.76219311,115.97536099,29.76219311,115.97536099,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
15,51.00,29.73349103,115.99445268,29.76227221,115.97538493,29.76227221,115.97538493,0.4867,3696.22,1,233,split_finetuned_dino,8,1,-1,2638.38,2638.38,2638.38
16,55.00,29.73349103,115.99445268,29.76237766,115.97541683,29.76237766,115.97541683,0.4867,3704.87,1,233,split_finetuned_dino,8,1,-1,2587.48,2587.48,2587.48
17,58.00,29.76237766,115.97541683,29.76245676,115.97544076,29.76245676,115.97544076,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
18,62.00,29.76009244,115.97205072,29.76256221,115.97547267,29.76256221,115.97547267,0.5100,430.11,1,404,split_finetuned_dino,9,1,-1,1317.95,1299.34,1299.34
19,65.00,29.76256221,115.97547267,29.76264131,115.97549660,29.76264131,115.97549660,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
20,69.00,29.76264131,115.97549660,29.76274676,115.97552851,29.76274676,115.97552851,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
21,72.00,29.76274676,115.97552851,29.76282586,115.97555244,29.76282586,115.97555244,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
22,75.00,29.76282586,115.97555244,29.76290495,115.97557637,29.76290495,115.97557637,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
23,78.00,29.76290495,115.97557637,29.76298404,115.97560030,29.76298404,115.97560030,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
24,82.00,29.76298404,115.97560030,29.76308950,115.97563221,29.76308950,115.97563221,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
25,85.00,29.76308950,115.97563221,29.76316859,115.97565614,29.76316859,115.97565614,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
26,89.00,29.76316859,115.97565614,29.76327405,115.97568805,29.76327405,115.97568805,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
27,92.00,29.76327405,115.97568805,29.76335314,115.97571198,29.76335314,115.97571198,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
28,96.00,29.76335314,115.97571198,29.76345860,115.97574389,29.76345860,115.97574389,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
29,99.00,29.76345860,115.97574389,29.76353769,115.97576782,29.76353769,115.97576782,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
30,102.00,29.76353769,115.97576782,29.76361678,115.97579175,29.76361678,115.97579175,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
31,106.00,29.76361678,115.97579175,29.76372224,115.97582365,29.76372224,115.97582365,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
32,110.00,29.76372224,115.97582365,29.76382770,115.97585556,29.76382770,115.97585556,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
33,113.00,29.76382770,115.97585556,29.76390679,115.97587949,29.76390679,115.97587949,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
34,116.00,29.76390679,115.97587949,29.76398588,115.97590342,29.76398588,115.97590342,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
35,119.00,29.76398588,115.97590342,29.76406498,115.97592735,29.76406498,115.97592735,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
36,123.00,29.76406498,115.97592735,29.76417043,115.97595926,29.76417043,115.97595926,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
37,126.00,29.76417043,115.97595926,29.76424953,115.97598319,29.76424953,115.97598319,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
38,129.00,29.76424953,115.97598319,29.76432862,115.97600712,29.76432862,115.97600712,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
39,133.00,29.76432862,115.97600712,29.76443408,115.97603903,29.76443408,115.97603903,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
40,136.00,29.76443408,115.97603903,29.76451317,115.97606296,29.76451317,115.97606296,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
41,139.00,29.76451317,115.97606296,29.76459226,115.97608689,29.76459226,115.97608689,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
42,143.00,29.76459226,115.97608689,29.76469772,115.97611880,29.76469772,115.97611880,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
43,146.00,29.76469772,115.97611880,29.76477681,115.97614273,29.76477681,115.97614273,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
44,150.00,29.76477681,115.97614273,29.76488227,115.97617464,29.76488227,115.97617464,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
45,153.00,29.76488227,115.97617464,29.76496136,115.97619857,29.76496136,115.97619857,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
46,157.00,29.76496136,115.97619857,29.76506682,115.97623048,29.76506682,115.97623048,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
47,160.00,29.76506682,115.97623048,29.76514591,115.97625441,29.76514591,115.97625441,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
48,164.00,29.76514591,115.97625441,29.76525137,115.97628632,29.76525137,115.97628632,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
49,167.00,29.70563575,115.98866550,29.76533046,115.97631025,29.76533046,115.97631025,0.4867,6751.68,1,22,split_finetuned_dino,8,1,-1,2630.61,2630.61,2630.61
50,170.00,29.71976191,115.97342254,29.76540955,115.97633418,29.71976191,115.97342254,0.4867,5089.28,1,118,split_finetuned_dino,8,1,-1,604.86,604.86,604.86
51,174.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,-1,533.13,533.13,533.13
52,177.00,29.71467252,115.97534336,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,596.20,1,80,split_finetuned_dino,8,1,-1,1007.13,1007.13,1007.13
53,180.00,29.71467252,115.97534336,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,596.20,1,80,split_finetuned_dino,8,1,-1,929.23,929.23,929.23
54,184.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
55,187.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,-1,281.34,281.34,281.34
56,190.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,-1,237.16,237.16,237.16
57,193.00,29.70393571,115.97467599,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,1765.93,1,2,split_finetuned_dino,8,1,-1,1806.27,1806.27,1806.27
58,196.00,29.70393571,115.97467599,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,1765.93,1,2,split_finetuned_dino,8,1,-1,1728.36,233.09,233.09
59,200.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,-1,267.56,267.56,267.56
60,203.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
61,206.00,29.70931484,115.97432994,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,1166.27,1,41,split_finetuned_dino,8,1,-1,894.71,894.71,894.71
62,210.00,29.71467252,115.97534336,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,596.20,1,80,split_finetuned_dino,8,1,-1,217.61,217.61,217.61
63,213.00,29.71467252,115.97534336,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,596.20,1,80,split_finetuned_dino,8,1,1,140.30,140.30,140.30
64,216.00,29.71467252,115.97534336,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,596.20,1,80,split_finetuned_dino,8,1,1,54.11,54.11,54.11
65,220.00,29.71467252,115.97534336,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,596.20,1,80,split_finetuned_dino,8,1,1,35.76,35.76,35.76
66,223.00,29.71467252,115.97534336,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,596.20,1,80,split_finetuned_dino,8,1,1,108.51,108.51,108.51
67,226.00,29.71467252,115.97534336,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,596.20,1,80,split_finetuned_dino,8,1,-1,185.51,185.51,185.51
68,230.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
69,233.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,-1,965.88,965.88,965.88
70,237.00,29.70393571,115.97467599,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,1765.93,1,2,split_finetuned_dino,8,1,-1,782.30,183.30,183.30
71,240.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,4,1118.14,106.33,106.33
72,243.00,29.70931484,115.97432994,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,1166.27,1,41,split_finetuned_dino,8,1,1,26.44,26.44,26.44
73,247.00,29.70931484,115.97432994,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,1166.27,1,41,split_finetuned_dino,8,1,1,66.56,66.56,66.56
74,250.00,29.70931484,115.97432994,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,1166.27,1,41,split_finetuned_dino,8,1,1,142.50,142.50,142.50
75,253.00,29.70393571,115.97467599,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,1765.93,1,2,split_finetuned_dino,8,1,-1,381.87,219.83,219.83
76,257.00,29.70393571,115.97467599,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,1765.93,1,2,split_finetuned_dino,8,1,-1,304.10,304.10,304.10
77,260.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,-1,1590.14,287.36,287.36
78,263.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,2,1667.34,149.07,149.07
79,311.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,-1,1671.49,281.02,281.02
80,316.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
81,321.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,-1,1521.01,399.55,399.55
82,326.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
83,332.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,-1,1361.13,1361.13,1361.13
84,337.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,-1,1287.14,1287.14,1287.14
85,342.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,-1,1213.64,1213.64,1213.64
86,346.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,-1,1140.73,1140.73,1140.73
87,351.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
88,356.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
89,361.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
90,366.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,-1,857.93,857.93,857.93
91,371.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.0000,0.00,0,-1,split_finetuned_dino,0,0,-1,,,
92,376.00,29.71976191,115.97342254,29.71976191,115.97342254,29.71976191,115.97342254,0.4867,0.00,0,118,split_finetuned_dino,8,1,-1,716.36,716.36,716.36
