Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm,Inliers,Measurement_Valid,Correct_Candidate_Rank,Top1_Min_Dist_M,Top5_Min_Dist_M,Top10_Min_Dist_M
1,4.00,32.15627621,119.92861426,32.15560000,119.92900000,32.15627621,119.92861426,1.0000,83.59,0,57,split_finetuned_disk,33,1,1,33.46,33.46,33.46
2,8.00,32.16947488,119.92534414,32.15679638,119.92831754,32.16947488,119.92534414,1.0000,1438.89,0,216,split_finetuned_disk,33,1,6,1330.10,84.31,84.31
3,13.00,32.15893119,119.92787314,32.18597320,119.92125648,32.18597320,119.92125648,0.6500,3074.16,1,79,split_finetuned_disk,15,1,1,81.17,81.17,81.17
4,17.00,32.15893119,119.92787314,32.19917187,119.91798636,32.19917187,119.91798636,0.6500,4575.37,1,79,split_finetuned_disk,15,1,3,162.41,92.52,92.52
5,22.00,32.15534867,119.91568461,32.21567019,119.91389870,32.21567019,119.91389870,0.6967,6717.10,1,28,split_finetuned_disk,17,1,10,1258.47,92.76,92.76
6,26.00,32.16025572,119.92017901,32.22886886,119.91062858,32.22886886,119.91062858,0.6500,7690.81,1,98,split_finetuned_disk,15,1,9,889.90,81.01,81.01
7,31.00,32.15300485,119.94157626,32.24536718,119.90654092,32.24536718,119.90654092,0.5567,10798.43,1,16,split_finetuned_disk,11,1,7,1628.46,81.04,81.04
8,36.00,32.16164462,119.92028614,32.26186551,119.90245327,32.26186551,119.90245327,0.6733,11282.34,1,122,split_finetuned_disk,16,1,5,606.77,29.32,29.32
9,41.00,32.16164462,119.92028614,32.27836384,119.89836561,32.27836384,119.89836561,0.6733,13156.23,1,122,split_finetuned_disk,16,1,2,648.34,92.23,92.23
10,46.00,32.16164462,119.92028614,32.29486217,119.89427796,32.29486217,119.89427796,0.6733,15030.77,1,122,split_finetuned_disk,16,1,2,705.20,20.18,20.18
11,51.00,32.16463702,119.92727718,32.31136049,119.89019030,32.31136049,119.89019030,0.5567,16702.67,1,171,split_finetuned_disk,11,1,1,114.43,89.64,89.64
12,56.00,32.17049898,119.93340598,32.32785882,119.88610264,32.17049898,119.93340598,0.5567,18075.11,1,243,split_finetuned_disk,11,1,5,807.26,88.96,88.96
