Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm,Inliers,Measurement_Valid,Correct_Candidate_Rank,Top1_Min_Dist_M,Top5_Min_Dist_M,Top10_Min_Dist_M
1,4.00,32.16164462,119.92028614,32.15560000,119.92900000,32.15560000,119.92900000,0.6733,1061.37,1,122,split_learned_disk,16,1,-1,968.31,968.31,968.31
2,8.00,32.16947488,119.92534414,32.15560000,119.92900000,32.16947488,119.92534414,1.0000,1582.47,0,216,split_learned_disk,33,1,8,1330.10,84.31,84.31
3,13.00,32.16164462,119.92028614,32.18510644,119.92122541,32.18510644,119.92122541,0.6733,2613.27,1,122,split_learned_disk,16,1,2,767.39,81.17,81.17
4,17.00,32.15603536,119.93871758,32.19761169,119.91793042,32.19761169,119.91793042,0.6500,5025.43,1,38,split_learned_disk,15,1,4,1074.19,137.61,137.61
5,22.00,32.19609160,119.92280246,32.21324326,119.91381170,32.19609160,119.92280246,0.7667,2088.72,0,560,split_learned_disk,20,1,10,3972.53,92.76,92.76
6,26.00,32.16738856,119.93321578,32.20369638,119.92207626,32.20369638,119.92207626,0.5333,4175.77,1,197,split_learned_disk,10,1,7,822.85,81.01,81.01
7,31.00,32.16078627,119.92066085,32.21320235,119.92116852,32.21320235,119.92116852,0.6267,5835.15,1,121,split_learned_disk,14,1,-1,783.80,751.80,751.80
8,36.00,32.25135772,119.90983477,32.22270832,119.92026078,32.22270832,119.92026078,0.6733,3337.04,1,1267,split_learned_disk,16,1,-1,9947.57,181.12,181.12
9,41.00,32.24109299,119.92448190,32.23221430,119.91935303,32.23221430,119.91935303,0.6267,1100.13,1,1136,split_learned_disk,14,1,-1,8511.89,237.83,237.83
10,46.00,32.17077794,119.93146026,32.24172027,119.91844529,32.24172027,119.91844529,0.6733,7991.89,1,242,split_learned_disk,16,1,4,731.39,20.18,20.18
11,51.00,32.16624643,119.91897441,32.25122624,119.91753755,32.25122624,119.91753755,0.6033,9460.92,1,167,split_learned_disk,13,1,-1,787.96,429.12,429.12
12,56.00,32.24787176,119.92455798,32.26073221,119.91662980,32.26073221,119.91662980,0.6733,1614.70,1,1228,split_learned_disk,16,1,4,8976.44,88.96,88.96
13,60.00,32.24088913,119.93372298,32.26833699,119.91590361,32.26833699,119.91590361,0.5800,3486.18,1,1140,split_learned_disk,12,1,5,8096.29,131.38,131.38
14,65.00,32.15374518,119.92399437,32.27784296,119.91499587,32.27784296,119.91499587,0.6967,13840.54,1,8,split_learned_disk,17,1,-1,1868.57,1153.80,1153.80
15,70.00,32.16947488,119.92534414,32.28734894,119.91408812,32.16966985,119.92532552,1.0000,13164.51,0,216,split_learned_disk,33,1,6,169.96,100.84,100.84
16,74.00,32.25341184,119.91032929,32.16421533,119.92584638,32.16421533,119.92584638,0.6267,10036.36,1,1290,split_learned_disk,14,1,-1,9261.82,548.61,548.61
17,79.00,32.17616781,119.93146026,32.15739717,119.92649746,32.15739717,119.92649746,0.6733,2141.20,1,311,split_learned_disk,16,1,6,745.45,31.73,31.73
18,84.00,32.15809429,119.93315238,32.15057901,119.92714854,32.15057901,119.92714854,0.6267,1009.82,1,82,split_learned_disk,14,1,3,1865.12,81.20,81.20
19,89.00,32.20095572,119.95385923,32.14376086,119.92779962,32.20011774,119.95347742,0.7433,6823.74,0,643,split_learned_disk,19,1,5,3981.46,11.64,11.64
20,94.00,32.24787176,119.92455798,32.20988110,119.96168351,32.20988110,119.96168351,0.6733,5487.71,1,1228,split_learned_disk,16,1,-1,8096.61,217.61,217.61
21,99.00,32.17378107,119.91493081,32.21964446,119.96988960,32.21964446,119.96988960,0.6967,7270.92,1,280,split_learned_disk,17,1,9,1012.16,9.25,9.25
22,104.00,32.21347843,119.92984422,32.22940782,119.97809569,32.21399759,119.93141679,0.8600,4878.75,0,793,split_learned_disk,24,1,-1,4115.91,963.69,963.69
23,108.00,32.22467662,119.92721378,32.21734665,119.92446701,32.22266365,119.92645946,0.7667,856.01,0,930,split_learned_disk,20,1,-1,5182.63,387.64,387.64
24,113.00,32.22700971,119.94934647,32.23055341,119.91916002,32.23055341,119.91916002,0.6500,2870.67,1,963,split_learned_disk,15,1,9,5744.21,115.60,115.60
25,117.00,32.22467662,119.92721378,32.23686522,119.91332047,32.22578532,119.92595002,0.7667,1885.12,0,930,split_learned_disk,20,1,2,4960.38,108.86,108.86
26,122.00,32.25318653,119.92324626,32.22804609,119.92506683,32.22804609,119.92506683,0.5567,2803.88,1,1296,split_learned_disk,11,1,5,8039.82,39.94,39.94
27,127.00,32.18607846,119.92272638,32.23030687,119.92418364,32.18981668,119.92284955,0.7200,4925.42,0,445,split_learned_disk,18,1,-1,528.51,240.32,240.32
28,131.00,32.18885146,119.92416490,32.17661199,119.92164833,32.17661199,119.92164833,0.6967,1382.97,1,469,split_learned_disk,17,1,7,658.44,28.48,28.48
29,136.00,32.18607846,119.92272638,32.16010613,119.92014681,32.18349537,119.92246982,0.7200,2901.43,0,445,split_learned_disk,18,1,7,317.00,83.07,83.07
30,141.00,32.18607846,119.92272638,32.17863281,119.92212471,32.18444794,119.92259462,0.7200,830.79,0,445,split_learned_disk,18,1,-1,205.69,194.36,194.36
31,145.00,32.18607846,119.92272638,32.18339708,119.92254796,32.18535038,119.92267793,0.7200,298.96,0,445,split_learned_disk,18,1,1,131.16,131.16,131.16
32,150.00,32.18607846,119.92272638,32.18538325,119.92270920,32.18592687,119.92272263,0.7200,77.41,0,445,split_learned_disk,18,1,1,92.68,92.68,92.68
33,155.00,32.18607846,119.92272638,32.18631059,119.92276257,32.18613003,119.92273442,0.7200,26.06,0,445,split_learned_disk,18,1,-1,157.35,157.35,157.35
34,159.00,32.19667580,119.93102346,32.18634733,119.92275238,32.19400670,119.92888604,0.7900,1388.87,0,586,split_learned_disk,21,1,5,1192.26,112.55,112.55
35,164.00,32.18929137,119.91893637,32.19948833,119.93308069,32.19948833,119.93308069,0.5800,1750.32,1,466,split_learned_disk,12,1,4,339.05,124.42,124.42
36,168.00,32.18885146,119.92416490,32.20387364,119.93643641,32.20387364,119.93643641,0.6967,2032.89,1,469,split_learned_disk,17,1,6,459.92,53.19,53.19
37,173.00,32.25314953,119.94052383,32.20935527,119.94063106,32.20935527,119.94063106,0.6267,4875.19,1,1281,split_learned_disk,14,1,9,6873.47,40.33,40.33
38,178.00,32.18831499,119.95319987,32.21483690,119.94482571,32.21483690,119.94482571,0.6033,3055.98,1,482,split_learned_disk,13,1,-1,3022.67,199.45,199.45
39,182.00,32.17994346,119.91996914,32.21922220,119.94818143,32.21922220,119.94818143,0.6267,5116.74,1,352,split_learned_disk,14,1,7,1585.15,20.94,20.94
40,186.00,32.18520457,119.90660269,32.22360750,119.95153714,32.22360750,119.95153714,0.6967,6015.89,1,414,split_learned_disk,17,1,-1,1789.81,820.37,820.37
41,191.00,32.23636835,119.90829481,32.22908913,119.95573179,32.22908913,119.95573179,0.5567,4541.24,1,1059,split_learned_disk,11,1,-1,4543.74,1626.03,1626.03
42,196.00,32.25314953,119.94052383,32.23457076,119.95992644,32.23457076,119.95992644,0.6267,2760.01,1,1281,split_learned_disk,14,1,-1,6375.43,1559.80,1559.80
43,200.00,32.18831499,119.95319987,32.23895606,119.96328216,32.23895606,119.96328216,0.6033,5716.80,1,482,split_learned_disk,13,1,-1,3243.79,399.38,399.38
44,205.00,32.20767604,119.91354869,32.24443769,119.96747681,32.20767604,119.91354869,0.6733,6523.13,1,694,split_learned_disk,16,1,5,1013.34,139.08,139.08
45,209.00,32.19128593,119.92903970,32.20767604,119.91354869,32.20767604,119.91354869,0.5800,2336.28,1,516,split_learned_disk,12,1,2,1143.40,49.44,49.44
46,214.00,32.21598320,119.91878421,32.20767604,119.91354869,32.20767604,119.91354869,0.6267,1048.04,1,811,split_learned_disk,14,1,9,1647.02,53.69,53.69
47,218.00,32.21019634,119.91114649,32.20767604,119.91354869,32.20767604,119.91354869,0.5800,360.44,1,739,split_learned_disk,12,1,5,1125.79,69.66,69.66
48,223.00,32.17616781,119.93146026,32.20767604,119.91354869,32.20767604,119.91354869,0.6733,3892.19,1,311,split_learned_disk,16,1,-1,3188.57,1374.16,1374.16
