Frame,Time_Sec,Lat,Lng,Alt,Heading
1,0,30.9453,120.145,551.9,98.3367
2,2,30.9452,120.145,552.04,97.2596
3,4,30.9452,120.146,552.18,95.4318
4,6,30.9451,120.146,551.7,100.079
5,8,30.945,120.147,551.78,100.944
6,10,30.945,120.147,551.67,103.293
7,12,30.9449,120.148,552.03,105.694
8,13,30.9448,120.148,551.84,105.184
9,15,30.9447,120.149,551.5,108.719
10,17,30.9446,120.149,551.17,107.223
11,19,30.9446,120.15,551.19,106.851
12,21,30.9445,120.15,551.64,109.469
13,23,30.9444,120.151,552.42,110.592
14,25,30.9443,120.151,552.27,112.707
15,27,30.9443,120.152,551.59,112.351
16,29,30.9442,120.152,551.3,109.567
17,31,30.9441,120.153,551.52,113.635
18,33,30.9441,120.153,552.22,115.44
19,35,30.944,120.154,551.63,116.041
20,37,30.9439,120.154,551.5,116.941
21,38,30.9438,120.155,551.93,116.534
22,40,30.9437,120.155,551.72,119.187
23,42,30.9436,120.156,551.84,117.657
24,44,30.9436,120.156,551.46,116.597
25,46,30.9435,120.157,551.26,116.024
26,48,30.9434,120.157,551.49,117.491
27,50,30.9434,120.158,551.7,119.233
28,52,30.9433,120.159,552.01,119.995
29,53,30.9432,120.159,552.07,120.138
30,55,30.9431,120.16,551.97,121.914
31,57,30.943,120.16,552.05,123.323
32,59,30.943,120.161,551.87,122.917
33,61,30.9429,120.161,551.47,121.971
34,63,30.9428,120.162,551.58,122.212
35,65,30.9427,120.162,551.53,123.753
36,67,30.9426,120.163,551.72,124.75
37,69,30.9426,120.163,551.49,124.246
38,71,30.9425,120.164,551.33,122.292
39,73,30.9424,120.164,551.58,123.782
40,75,30.9423,120.165,551.87,124.349
41,77,30.9423,120.165,551.96,123.908
42,79,30.9422,120.166,551.05,123.392
43,81,30.9421,120.166,551.48,123.146
44,85,30.9419,120.167,551.89,125.071
45,89,30.9418,120.168,551.73,124.968
46,93,30.9416,120.169,551.29,126.011
47,96,30.9415,120.17,551.59,124.756
48,100,30.9413,120.171,551.81,124.521
49,104,30.9412,120.172,551.43,124.63
50,108,30.941,120.173,551.67,122.814
51,112,30.9409,120.174,551.45,123.266
52,116,30.9407,120.176,551.9,125.409
53,120,30.9405,120.177,551.55,121.988
54,124,30.9404,120.178,551.72,122.67
55,128,30.9402,120.179,551.83,121.519
56,132,30.9401,120.18,551.59,121.776
57,136,30.9399,120.181,551.23,117.817
58,140,30.9398,120.182,551.82,118.293
59,144,30.9396,120.183,552.03,119.508
60,148,30.9395,120.184,551.31,115.525
61,152,30.9393,120.185,552.17,117.153
62,156,30.9391,120.186,551.91,118.74
63,160,30.939,120.187,551.23,118.327
64,164,30.9388,120.188,551.66,116.482
65,168,30.9387,120.189,552.15,118.041
66,172,30.9385,120.19,551.71,116.929
67,176,30.9384,120.191,551.15,115.709
68,180,30.9382,120.192,551.86,116.981
69,184,30.938,120.193,551.7,115.611
70,188,30.9379,120.194,551.48,117.594
71,192,30.9377,120.195,551.63,118.453
72,196,30.9376,120.196,551.53,118.339
73,200,30.9374,120.197,551.76,119.066
74,204,30.9373,120.198,551.23,118.069
75,208,30.9371,120.199,551.92,116.946
76,212,30.937,120.2,551.89,117.674
77,216,30.9368,120.201,550.92,116.597
78,220,30.9367,120.202,552.14,117.508
79,224,30.9365,120.203,551.61,116.797
80,228,30.9363,120.204,551.5,114.832
81,232,30.9362,120.205,552.02,116.23
82,236,30.936,120.206,551.79,116.133
83,240,30.9359,120.207,551.39,115.972
84,244,30.9357,120.208,551.5,113.469
85,248,30.9355,120.21,551.18,115.886
86,252,30.9354,120.211,551.55,113.234
87,256,30.9352,120.212,551.99,114.294
88,260,30.9351,120.213,551.61,114.632
89,264,30.9349,120.214,551.49,113.755
90,268,30.9348,120.215,551.88,114.007
91,272,30.9346,120.216,551.68,113.354
92,276,30.9345,120.217,551.7,114.975
93,280,30.9343,120.218,551.56,114.678
94,284,30.9341,120.219,551.72,115.399
95,288,30.934,120.22,551.34,114.729
96,291,30.9338,120.221,551.56,116.104
97,295,30.9337,120.222,551.49,112.569
98,299,30.9335,120.223,551.44,113.555
99,303,30.9334,120.224,551.82,113.921
100,307,30.9332,120.225,551.2,115.153
101,311,30.9331,120.226,551.64,114.053
102,315,30.9329,120.227,551.26,114.339
103,319,30.9327,120.228,551.58,113.95
104,323,30.9326,120.229,551.57,113.067
105,327,30.9324,120.23,551.54,113.428
106,331,30.9323,120.231,551.86,115.457
107,334,30.9321,120.232,551.81,115.566
108,338,30.932,120.233,551.24,112.999
109,342,30.9318,120.234,552,113.967
110,346,30.9317,120.235,551.81,113.434
111,350,30.9315,120.236,551.44,114.655
112,354,30.9314,120.237,551.11,115.342
113,358,30.9312,120.238,551.94,112.747
114,362,30.931,120.239,552.12,113.285
115,366,30.9309,120.24,551.38,115.182
116,428,30.9283,120.241,551.48,-74.2324
117,434,30.9285,120.24,552.09,-78.4551
118,440,30.9286,120.239,551.01,-79.6354
119,447,30.9288,120.238,551.55,-82.0819
120,453,30.9289,120.237,551.17,-82.5919
121,459,30.9291,120.236,551.93,-85.3994
122,465,30.9292,120.235,551.62,-85.8806
123,471,30.9294,120.233,551.38,-86.1671
124,477,30.9295,120.232,551.48,-85.2618
125,483,30.9297,120.231,551.49,-85.1702
126,489,30.9298,120.23,551.35,-83.3367
127,495,30.93,120.229,551.51,-83.9842
128,501,30.9302,120.228,551.71,-85.4395
129,507,30.9303,120.227,551.35,-84.4941
130,513,30.9305,120.226,551.74,-86.064
131,519,30.9306,120.225,551.57,-86.5109
132,525,30.9308,120.224,551.79,-86.9406
133,531,30.9309,120.223,551.34,-87.6052
134,537,30.9311,120.222,551.53,-86.7859
135,543,30.9312,120.221,551.27,-86.8432
136,549,30.9314,120.22,551.61,-87.1583
137,555,30.9316,120.219,551.85,-86.4593
138,561,30.9317,120.218,551.8,-87.0151
139,567,30.9319,120.217,551.02,-85.067
140,573,30.932,120.216,550.83,-84.9181
141,579,30.9322,120.215,551.63,-86.7344
142,585,30.9323,120.214,551.7,-83.9727
143,591,30.9325,120.213,551.12,-83.606
144,597,30.9327,120.212,551.87,-86.5911
145,603,30.9328,120.211,550.44,-82.97
146,609,30.933,120.21,551.52,-83.9956
147,615,30.9331,120.209,551.18,-82.4314
148,621,30.9333,120.208,551.54,-84.1331
149,627,30.9334,120.207,551.22,-84.7175
150,633,30.9336,120.206,551.35,-84.9066
151,639,30.9338,120.205,551.62,-85.0785
152,645,30.9339,120.204,551.54,-84.0816
153,651,30.9341,120.203,551.35,-83.182
154,657,30.9342,120.202,551.61,-83.4628
155,663,30.9344,120.201,551.25,-82.9299
156,669,30.9345,120.199,551.39,-81.4402
157,675,30.9347,120.198,551.27,-82.1335
158,681,30.9348,120.197,551.51,-81.7668
159,687,30.935,120.196,551.32,-81.9845
160,693,30.9351,120.195,551.82,-81.7897
161,699,30.9353,120.194,551.43,-79.8875
162,705,30.9354,120.193,551.58,-80.6438
163,711,30.9356,120.192,551.47,-82.0647
164,717,30.9358,120.191,551.51,-84.0644
165,723,30.9359,120.19,551.09,-84.5514
166,729,30.9361,120.189,551.65,-85.5483
167,735,30.9362,120.188,551.5,-85.1759
168,741,30.9364,120.187,551.26,-85.2561
169,746,30.9366,120.186,551.78,-83.2107
170,752,30.9367,120.185,551.76,-83.543
171,758,30.9369,120.184,551.28,-83.881
172,764,30.937,120.183,551.47,-85.5541
173,770,30.9372,120.182,551.68,-83.967
174,776,30.9373,120.181,551.19,-80.9417
175,782,30.9375,120.18,551.44,-83.331
176,788,30.9376,120.179,551.54,-81.0105
177,794,30.9378,120.178,551.84,-82.2366
178,800,30.938,120.177,551.48,-79.0052
179,806,30.9381,120.176,551.5,-80.1854
180,811,30.9383,120.175,551.13,-83.056
181,817,30.9384,120.174,551.17,-83.0101
182,823,30.9386,120.173,551.33,-79.4521
183,829,30.9387,120.172,551.82,-82.1278
184,835,30.9389,120.171,551.78,-80.9704
185,841,30.939,120.17,551.56,-82.271
186,847,30.9392,120.169,551.79,-82.2997
187,853,30.9394,120.168,551.42,-80.1339
188,859,30.9395,120.167,551.82,-84.0071
189,865,30.9397,120.165,551.76,-83.2107
190,871,30.9398,120.164,551.11,-81.4746
191,876,30.94,120.163,551.34,-85.8978
192,882,30.9401,120.162,551.67,-81.1938
193,888,30.9403,120.161,551.54,-79.6068
194,894,30.9404,120.16,551.6,-78.0426
195,900,30.9406,120.159,551.44,-83.3482
196,907,30.9408,120.158,551.39,-81.8929
197,913,30.9409,120.157,551.72,-82.3168
198,919,30.9411,120.156,551.38,-82.9414
199,925,30.9412,120.155,551.55,-83.0732
200,931,30.9414,120.154,551.51,-82.2481
201,937,30.9415,120.153,549.86,-79.5323
202,944,30.9417,120.152,551.69,-77.7275
203,950,30.9419,120.151,552.62,-78.5009
204,957,30.942,120.15,551.4,-79.4349
205,963,30.9422,120.149,551.47,-80.1797
206,969,30.9423,120.148,551.68,-80.4261
207,975,30.9425,120.147,550.36,-80.4605
208,981,30.9426,120.146,550.6,-80.0307
209,987,30.9428,120.145,549.01,-84.1847
210,993,30.943,120.144,549.47,-86.2473
211,1059,30.9404,120.144,544.69,102.118
212,1063,30.9402,120.145,544.56,92.4983
213,1067,30.9401,120.146,547.13,96.1652
214,1071,30.9399,120.147,551.26,115.21
215,1639,30.9404,120.144,550.43,90.0804
216,1643,30.9403,120.145,551.11,94.3318
217,1647,30.9401,120.146,551.94,95.6897
218,1650,30.94,120.147,551.5,97.1335
219,1654,30.9398,120.148,551.44,95.8444
220,1658,30.9397,120.149,551.14,102.382
261,1662,30.9395,120.15,551.15,100.755
262,1666,30.9393,120.151,551.92,102.376
263,1670,30.9392,120.152,551.75,104.41
264,1674,30.939,120.153,551.71,104.061
265,1677,30.9389,120.154,551.27,107.057
266,1681,30.9387,120.155,551.17,108.49
267,1685,30.9386,120.156,551.67,109.922
268,1689,30.9384,120.157,551.91,111.853
269,1693,30.9382,120.158,551.59,110.506
270,1697,30.9381,120.159,551.43,112.351
271,1701,30.938,120.16,551.35,111.796
272,1704,30.9378,120.161,551.75,115.165
273,1708,30.9376,120.162,550.98,112.93
274,1712,30.9375,120.163,551.63,113.509
275,1716,30.9373,120.164,551.46,114.695
276,1719,30.9372,120.165,551.35,114.425
277,1723,30.937,120.166,551.82,116.849
278,1727,30.9369,120.167,551.39,118.218
279,1731,30.9367,120.168,551.12,118.373
280,1735,30.9365,120.169,551.44,118.809
281,1738,30.9364,120.17,551.23,116.551
282,1742,30.9362,120.171,551.45,117.823
283,1746,30.9361,120.172,551.81,115.669
284,1749,30.9359,120.173,551.4,119.244
285,1753,30.9358,120.174,551.09,117.422
286,1757,30.9356,120.176,551.35,117.743
287,1761,30.9355,120.177,551.67,117.388
288,1764,30.9353,120.178,551.3,120.476
289,1768,30.9351,120.179,551.73,117.067
290,1772,30.935,120.18,550.84,118.843
291,1776,30.9348,120.181,551.49,117.972
292,1780,30.9347,120.182,551.78,116.889
293,1783,30.9345,120.183,551.43,116.689
294,1787,30.9344,120.184,551.63,116.494
295,1791,30.9342,120.185,551.74,116.769
296,1795,30.934,120.186,551.16,115.715
297,1799,30.9339,120.187,551.29,113.978
298,1803,30.9337,120.188,551.77,113.514
299,1807,30.9336,120.189,551.58,114.236
300,1810,30.9334,120.19,551.29,110.329
301,1814,30.9333,120.191,551.83,111.314
302,1818,30.9331,120.192,551.19,109.951
303,1822,30.933,120.193,551.28,109.842
304,1826,30.9328,120.194,551.53,110.14
305,1830,30.9327,120.195,551.53,113.016
306,1834,30.9325,120.196,551.27,110.111
307,1838,30.9323,120.197,551.6,110.667
308,1842,30.9322,120.198,551.47,111.36
309,1846,30.932,120.199,551.58,109.091
310,1850,30.9319,120.2,551.53,111.32
311,1853,30.9317,120.201,550.95,107.676
312,1857,30.9316,120.202,551.7,108.289
313,1861,30.9314,120.203,551.46,106.983
314,1865,30.9312,120.204,551.57,108.885
315,1869,30.9311,120.205,551.4,108.616
316,1873,30.9309,120.206,551.46,107.464
317,1877,30.9308,120.207,551.27,108.656
318,1881,30.9306,120.208,551.41,108.215
319,1885,30.9305,120.21,551.27,107.321
320,1889,30.9303,120.211,551.46,108.22
321,1893,30.9302,120.212,551.33,108.576
322,1897,30.93,120.213,551.13,108.111
323,1901,30.9298,120.214,551.44,106.513
324,1905,30.9297,120.215,551.5,107.475
325,1909,30.9295,120.216,551.31,107.75
326,1913,30.9294,120.217,551.86,108.919
327,1917,30.9292,120.218,551.03,108.192
328,1921,30.9291,120.219,551.28,110.237
329,1925,30.9289,120.22,551.63,111.274
330,1929,30.9288,120.221,551.64,109.922
331,1933,30.9286,120.222,551.97,112.179
332,1936,30.9284,120.223,551.57,110.478
333,1940,30.9283,120.224,551.36,110.587
334,1944,30.9281,120.225,551.54,109.83
335,1948,30.928,120.226,551.68,110.398
336,1952,30.9278,120.227,551.04,109.607
337,1956,30.9277,120.228,551.66,109.613
338,1960,30.9275,120.229,551.74,109.257
339,1964,30.9274,120.23,551.43,110.524
340,1968,30.9272,120.231,551.4,109.555
341,1972,30.927,120.232,551.61,110.18
342,1976,30.9269,120.233,551.66,111.532
343,1980,30.9267,120.234,551.21,110.81
344,1984,30.9266,120.235,551.24,110.208
345,1988,30.9264,120.236,551.94,111.881
346,1992,30.9263,120.237,551.1,109.034
347,1996,30.9261,120.238,551.11,109.991
348,2000,30.9259,120.239,551.56,109.624
349,2004,30.9258,120.24,551.75,107.865
350,2008,30.9256,120.241,551.72,105.694
351,2011,30.9255,120.242,551.76,106.799
352,2072,30.923,120.242,551.29,-72.6109
353,2078,30.9232,120.241,551.44,-74.8684
354,2085,30.9233,120.24,551.27,-74.8913
355,2091,30.9235,120.239,551.63,-76.9883
356,2097,30.9236,120.238,551.39,-78.0827
357,2103,30.9238,120.237,551.53,-78.2431
358,2109,30.924,120.236,551.24,-80.0479
359,2115,30.9241,120.235,551.11,-80.9704
360,2121,30.9243,120.234,551.19,-81.5548
361,2127,30.9244,120.233,551.46,-82.0246
362,2133,30.9246,120.232,551.32,-82.9929
363,2139,30.9247,120.231,551.53,-84.6545
