Frame,Time_Sec,Raw_Lat,Raw_Lng,Predicted_Lat,Predicted_Lng,Filtered_Lat,Filtered_Lng,Match_Confidence,Innovation_M,Outlier_Rejected,Best_Match_Idx,Algorithm,Inliers,Measurement_Valid,Correct_Candidate_Rank,Top1_Min_Dist_M,Top5_Min_Dist_M,Top10_Min_Dist_M
1,3.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
2,7.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
3,10.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
4,13.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
5,16.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
6,19.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
7,22.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
8,26.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
9,29.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
10,32.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
11,35.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
12,38.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
13,41.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
14,44.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
15,47.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
16,50.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
17,53.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
18,91.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
19,94.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
20,97.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
21,100.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
22,102.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
23,105.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
24,108.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
25,111.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
26,114.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
27,117.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
28,120.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
29,123.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
30,126.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
31,129.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
32,132.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
33,135.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
34,138.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
35,141.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
36,179.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
37,182.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
38,185.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
39,188.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
40,191.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
41,194.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
42,197.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
43,200.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
44,203.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
45,206.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
46,209.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
47,213.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
48,216.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
49,219.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
50,222.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
51,225.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
52,228.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
53,231.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
54,269.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
55,272.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
56,275.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
57,278.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
58,281.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
59,283.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
60,286.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
61,289.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
62,292.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
63,295.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
64,298.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
65,301.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
66,303.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
67,306.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
68,309.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
69,312.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
70,315.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
71,318.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
72,357.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
73,360.00,40.35060000,115.77700000,40.35060000,115.77700000,40.35060000,115.77700000,0.0000,0.00,0,-1,split,0,0,-1,,,
